date,lfalls,date_fc,length_fc
2021-06-28,NA,2021-07-27,-29
2021-06-29,2710.9230769230767,2021-07-27,-28
2021-06-30,2523.089743589743,2021-07-27,-27
2021-07-01,2456.378205128205,2021-07-27,-26
2021-07-02,2992.2478632478637,2021-07-27,-25
2021-07-03,3593.939814814815,2021-07-27,-24
2021-07-04,2903.625,2021-07-27,-23
2021-07-05,2743.625,2021-07-27,-22
2021-07-06,2589.833333333334,2021-07-27,-21
2021-07-07,2443.666666666666,2021-07-27,-20
2021-07-08,2466.795,2021-07-27,-19
2021-07-09,2524.5533333333333,2021-07-27,-18
2021-07-10,2738.666666666667,2021-07-27,-17
2021-07-11,2651.3466666666664,2021-07-27,-16
2021-07-12,2303.625,2021-07-27,-15
2021-07-13,2233.2633333333333,2021-07-27,-14
2021-07-14,3132.4220689655167,2021-07-27,-13
2021-07-15,2313.5589080459768,2021-07-27,-12
2021-07-16,2601.5000000000005,2021-07-27,-11
2021-07-17,2342.208333333333,2021-07-27,-10
2021-07-18,2441.76,2021-07-27,-9
2021-07-19,2545.4733333333334,2021-07-27,-8
2021-07-20,2535.589743589744,2021-07-27,-7
2021-07-21,2384.955128205128,2021-07-27,-6
2021-07-22,2259.0166666666664,2021-07-27,-5
2021-07-23,2022.3266666666673,2021-07-27,-4
2021-07-24,1888.5416666666667,2021-07-27,-3
2021-07-25,1706.2916666666663,2021-07-27,-2
2021-07-26,1668.128333333333,2021-07-27,-1
2021-07-27,1711.8153846153846,2021-07-27,0
2021-07-28,NA,2021-07-27,1
2021-07-29,NA,2021-07-27,2
2021-07-30,NA,2021-07-27,3
