date,lfalls,date_fc,length_fc
2021-06-24,NA,2021-07-23,-29
2021-06-25,3916.7435897435894,2021-07-23,-28
2021-06-26,3586.7788461538466,2021-07-23,-27
2021-06-27,3278.281666666666,2021-07-23,-26
2021-06-28,2994.383333333333,2021-07-23,-25
2021-06-29,2710.9230769230767,2021-07-23,-24
2021-06-30,2523.089743589743,2021-07-23,-23
2021-07-01,2452.916666666667,2021-07-23,-22
2021-07-02,2977.7094017094023,2021-07-23,-21
2021-07-03,3593.939814814815,2021-07-23,-20
2021-07-04,2903.625,2021-07-23,-19
2021-07-05,2747.375,2021-07-23,-18
2021-07-06,2604.083333333334,2021-07-23,-17
2021-07-07,2442,2021-07-23,-16
2021-07-08,2459.661666666667,2021-07-23,-15
2021-07-09,2521.9783333333335,2021-07-23,-14
2021-07-10,2739.241666666667,2021-07-23,-13
2021-07-11,2644.5633333333335,2021-07-23,-12
2021-07-12,2308.541666666667,2021-07-23,-11
2021-07-13,2245.9300000000003,2021-07-23,-10
2021-07-14,3129.3186206896553,2021-07-23,-9
2021-07-15,2302.2873563218386,2021-07-23,-8
2021-07-16,2613.1666666666665,2021-07-23,-7
2021-07-17,2332.541666666667,2021-07-23,-6
2021-07-18,2444.9350000000004,2021-07-23,-5
2021-07-19,2549.9233333333336,2021-07-23,-4
2021-07-20,2540.916666666667,2021-07-23,-3
2021-07-21,2395.294871794872,2021-07-23,-2
2021-07-22,2264.500000000001,2021-07-23,-1
2021-07-23,1897.2600000000002,2021-07-23,0
2021-07-24,NA,2021-07-23,1
2021-07-25,NA,2021-07-23,2
2021-07-26,NA,2021-07-23,3
