date,lfalls,date_fc,length_fc
2021-05-25,NA,2021-06-23,-29
2021-05-26,2965.8750000000005,2021-06-23,-28
2021-05-27,3084.6800000000003,2021-06-23,-27
2021-05-28,3248.82,2021-06-23,-26
2021-05-29,3250.0714285714284,2021-06-23,-25
2021-05-30,4467.119047619048,2021-06-23,-24
2021-05-31,3892.2916666666665,2021-06-23,-23
2021-06-01,3979.958333333333,2021-06-23,-22
2021-06-02,3932.2500000000005,2021-06-23,-21
2021-06-03,3550.3333333333326,2021-06-23,-20
2021-06-04,3449.6116666666667,2021-06-23,-19
2021-06-05,3692.4,2021-06-23,-18
2021-06-06,3219.3416666666662,2021-06-23,-17
2021-06-07,2886.9166666666674,2021-06-23,-16
2021-06-08,2635.416666666666,2021-06-23,-15
2021-06-09,2604.5,2021-06-23,-14
2021-06-10,2332.25,2021-06-23,-13
2021-06-11,2705.5046296296296,2021-06-23,-12
2021-06-12,9340.05925925926,2021-06-23,-11
2021-06-13,8735.091666666665,2021-06-23,-10
2021-06-14,9253.708333333334,2021-06-23,-9
2021-06-15,7391.749999999998,2021-06-23,-8
2021-06-16,8008.876666666666,2021-06-23,-7
2021-06-17,6673.631666666667,2021-06-23,-6
2021-06-18,5920.708333333333,2021-06-23,-5
2021-06-19,5371.416666666667,2021-06-23,-4
2021-06-20,4470.583333333335,2021-06-23,-3
2021-06-21,3996.333333333333,2021-06-23,-2
2021-06-22,3559.1949999999997,2021-06-23,-1
2021-06-23,3946.0783333333334,2021-06-23,0
2021-06-24,NA,2021-06-23,1
2021-06-25,NA,2021-06-23,2
2021-06-26,NA,2021-06-23,3
