date,lfalls,date_fc,length_fc
2021-07-03,NA,2021-08-01,-29
2021-07-04,2904.0000000000005,2021-08-01,-28
2021-07-05,2746.2083333333326,2021-08-01,-27
2021-07-06,2605.6666666666674,2021-08-01,-26
2021-07-07,2443.666666666666,2021-08-01,-25
2021-07-08,2466.795,2021-08-01,-24
2021-07-09,2524.5533333333333,2021-08-01,-23
2021-07-10,2738.666666666667,2021-08-01,-22
2021-07-11,2651.3466666666664,2021-08-01,-21
2021-07-12,2303.625,2021-08-01,-20
2021-07-13,2233.2633333333333,2021-08-01,-19
2021-07-14,3129.0082758620683,2021-08-01,-18
2021-07-15,2301.431034482759,2021-08-01,-17
2021-07-16,2617.041666666667,2021-08-01,-16
2021-07-17,2342.208333333333,2021-08-01,-15
2021-07-18,2441.3600000000006,2021-08-01,-14
2021-07-19,2543.665,2021-08-01,-13
2021-07-20,2534.0288461538457,2021-08-01,-12
2021-07-21,2383.182692307693,2021-08-01,-11
2021-07-22,2264.5583333333334,2021-08-01,-10
2021-07-23,2022.3266666666673,2021-08-01,-9
2021-07-24,1888.5416666666667,2021-08-01,-8
2021-07-25,1706.2916666666663,2021-08-01,-7
2021-07-26,1672.128333333333,2021-08-01,-6
2021-07-27,1743.584615384615,2021-08-01,-5
2021-07-28,1492.4743589743591,2021-08-01,-4
2021-07-29,1602.8333333333333,2021-08-01,-3
2021-07-30,1574.0833333333335,2021-08-01,-2
2021-07-31,1644.0416666666665,2021-08-01,-1
2021-08-01,1500.9583333333335,2021-08-01,0
2021-08-02,NA,2021-08-01,1
2021-08-03,NA,2021-08-01,2
2021-08-04,NA,2021-08-01,3
