date,lfalls,date_fc,length_fc
2021-06-23,NA,2021-07-22,-29
2021-06-24,4450.791666666668,2021-07-22,-28
2021-06-25,3916.7435897435894,2021-07-22,-27
2021-06-26,3586.7788461538466,2021-07-22,-26
2021-06-27,3278.281666666666,2021-07-22,-25
2021-06-28,2994.383333333333,2021-07-22,-24
2021-06-29,2710.9230769230767,2021-07-22,-23
2021-06-30,2523.089743589743,2021-07-22,-22
2021-07-01,2452.916666666667,2021-07-22,-21
2021-07-02,2977.7094017094023,2021-07-22,-20
2021-07-03,3593.939814814815,2021-07-22,-19
2021-07-04,2903.625,2021-07-22,-18
2021-07-05,2747.375,2021-07-22,-17
2021-07-06,2604.083333333334,2021-07-22,-16
2021-07-07,2442,2021-07-22,-15
2021-07-08,2459.661666666667,2021-07-22,-14
2021-07-09,2521.9783333333335,2021-07-22,-13
2021-07-10,2739.241666666667,2021-07-22,-12
2021-07-11,2644.5633333333335,2021-07-22,-11
2021-07-12,2308.541666666667,2021-07-22,-10
2021-07-13,2245.9300000000003,2021-07-22,-9
2021-07-14,3129.3186206896553,2021-07-22,-8
2021-07-15,2301.8706896551726,2021-07-22,-7
2021-07-16,2610.458333333333,2021-07-22,-6
2021-07-17,2339.041666666667,2021-07-22,-5
2021-07-18,2442.5600000000004,2021-07-22,-4
2021-07-19,2549.7149999999997,2021-07-22,-3
2021-07-20,2539.163461538461,2021-07-22,-2
2021-07-21,2390.2147435897436,2021-07-22,-1
2021-07-22,2261.741666666667,2021-07-22,0
2021-07-23,NA,2021-07-22,1
2021-07-24,NA,2021-07-22,2
2021-07-25,NA,2021-07-22,3
