date,lfalls,date_fc,length_fc
2021-06-27,NA,2021-07-26,-29
2021-06-28,2994.383333333333,2021-07-26,-28
2021-06-29,2710.9230769230767,2021-07-26,-27
2021-06-30,2523.089743589743,2021-07-26,-26
2021-07-01,2454.6474358974356,2021-07-26,-25
2021-07-02,2985.2008547008545,2021-07-26,-24
2021-07-03,3594.0509259259265,2021-07-26,-23
2021-07-04,2903.6250000000005,2021-07-26,-22
2021-07-05,2745.2500000000005,2021-07-26,-21
2021-07-06,2596.8750000000005,2021-07-26,-20
2021-07-07,2444.083333333333,2021-07-26,-19
2021-07-08,2467.378333333333,2021-07-26,-18
2021-07-09,2521.1783333333333,2021-07-26,-17
2021-07-10,2739.4416666666666,2021-07-26,-16
2021-07-11,2645.3633333333332,2021-07-26,-15
2021-07-12,2306.458333333333,2021-07-26,-14
2021-07-13,2238.0133333333333,2021-07-26,-13
2021-07-14,3130.8703448275855,2021-07-26,-12
2021-07-15,2308.193965517242,2021-07-26,-11
2021-07-16,2607.375,2021-07-26,-10
2021-07-17,2338.875,2021-07-26,-9
2021-07-18,2445.135,2021-07-26,-8
2021-07-19,2549.0983333333334,2021-07-26,-7
2021-07-20,2537.8878205128212,2021-07-26,-6
2021-07-21,2377.615384615385,2021-07-26,-5
2021-07-22,2221.2333333333336,2021-07-26,-4
2021-07-23,2124.485,2021-07-26,-3
2021-07-24,1897.4583333333335,2021-07-26,-2
2021-07-25,1500.3749999999998,2021-07-26,-1
2021-07-26,1746.97,2021-07-26,0
2021-07-27,NA,2021-07-26,1
2021-07-28,NA,2021-07-26,2
2021-07-29,NA,2021-07-26,3
