date,lfalls,date_fc,length_fc
2021-06-25,NA,2021-07-24,-29
2021-06-26,3586.7788461538466,2021-07-24,-28
2021-06-27,3278.281666666666,2021-07-24,-27
2021-06-28,2994.383333333333,2021-07-24,-26
2021-06-29,2710.9230769230767,2021-07-24,-25
2021-06-30,2523.089743589743,2021-07-24,-24
2021-07-01,2454.6474358974356,2021-07-24,-23
2021-07-02,2985.2008547008545,2021-07-24,-22
2021-07-03,3594.0509259259265,2021-07-24,-21
2021-07-04,2903.6250000000005,2021-07-24,-20
2021-07-05,2745.2500000000005,2021-07-24,-19
2021-07-06,2596.8750000000005,2021-07-24,-18
2021-07-07,2444.083333333333,2021-07-24,-17
2021-07-08,2467.378333333333,2021-07-24,-16
2021-07-09,2521.1783333333333,2021-07-24,-15
2021-07-10,2739.4416666666666,2021-07-24,-14
2021-07-11,2645.3633333333332,2021-07-24,-13
2021-07-12,2306.458333333333,2021-07-24,-12
2021-07-13,2238.0133333333333,2021-07-24,-11
2021-07-14,3130.8703448275855,2021-07-24,-10
2021-07-15,2308.193965517242,2021-07-24,-9
2021-07-16,2607.375,2021-07-24,-8
2021-07-17,2338.875,2021-07-24,-7
2021-07-18,2445.135,2021-07-24,-6
2021-07-19,2549.4733333333334,2021-07-24,-5
2021-07-20,2537.5128205128212,2021-07-24,-4
2021-07-21,2375.9487179487182,2021-07-24,-3
2021-07-22,2227.1000000000004,2021-07-24,-2
2021-07-23,2099.9516666666673,2021-07-24,-1
2021-07-24,1658.7916666666667,2021-07-24,0
2021-07-25,NA,2021-07-24,1
2021-07-26,NA,2021-07-24,2
2021-07-27,NA,2021-07-24,3
