date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-04-10,52.38,89.4,109.96,0,6.75,14.82,71.1,54.48,6.83,109.96,-6.83,258.49,251.66
2021-04-11,57.36,96.375,116.195,0,7.555,14.82,70.155,55.055,6.83,116.195,-6.83,277.485,270.65500000000003
2021-04-12,66.11500000000001,102.35,115.855,0,7.885,14.82,70.29499999999999,54.86,6.83,115.855,-6.83,292.20500000000004,285.37500000000006
2021-04-13,70.00999999999999,94.49,109.555,0,7.63,14.82,72.4,54.900000000000006,6.83,109.555,-6.83,281.685,274.855
2021-04-14,83.565,93.1,115.375,0,7.88,14.82,71.545,58.925,6.83,115.375,-6.83,299.91999999999996,293.09
2021-04-15,85.935,95.08,117.69,0,7.915,14.82,71.74000000000001,57.15,6.83,117.69,-6.83,306.62,299.79
2021-04-16,85.61500000000001,91.625,111.375,0,7.55,14.82,73.42500000000001,55.45,6.83,111.375,-6.83,296.165,289.33500000000004
2021-04-17,85.88499999999999,95.87,111.04,0,7.244999999999999,14.82,72.43,58.81,6.83,111.04,-6.83,300.04,293.21000000000004
2021-04-18,73.32,98.025,111.625,0,8.06,14.82,73.77,58.99,6.83,111.625,-6.83,291.03000000000003,284.20000000000005
2021-04-19,74.39500000000001,98.965,117.46,0,8.67,14.82,76.63,55.845,6.83,117.46,-6.83,299.49000000000007,292.6600000000001
2021-04-20,75.035,102.055,124.835,0,8.614999999999998,14.82,77.165,49.865,6.83,124.835,-6.83,310.54,303.71000000000004
2021-04-21,69.86500000000001,100.875,121.85499999999999,0,9.87,14.735,75.815,51.675,6.83,121.85499999999999,-6.83,302.46500000000003,295.63500000000005
2021-04-22,69.965,93.91999999999999,122.69,0,9.41,14.735,73.38,61.47,6.822062211981567,122.69,-6.822062211981567,295.985,289.16293778801844
2021-04-23,71.1,92.785,121.58500000000001,0,6.86,14.82,71.805,64.905,6.770161290322581,121.58500000000001,-6.770161290322581,292.33000000000004,285.5598387096775
2021-04-24,70.965,94.94999999999999,118.98,0,6.300000000000001,14.82,72.955,63.275,6.711543778801843,118.98,-6.711543778801843,291.195,284.48345622119814
2021-04-25,68.255,92.34,108.58500000000001,0,7.48,14.82,74.965,62.675,6.652926267281106,108.58500000000001,-6.652926267281106,276.66,270.00707373271894
2021-04-26,67.59,92.315,107.33500000000001,0,8.335,14.82,74.85,62.16,6.594308755760369,107.33500000000001,-6.594308755760369,275.575,268.9806912442396
2021-04-27,75.225,95.525,122.21000000000001,0,8.545,14.82,73.19,65.47999999999999,6.535691244239631,122.21000000000001,-6.535691244239631,301.50500000000005,294.96930875576044
2021-04-28,82.97,98.68,126.83500000000001,0,8.605,14.82,73.59,68.66499999999999,6.477073732718894,126.83500000000001,-6.477073732718894,317.09000000000003,310.6129262672811
2021-04-29,83.62,100.99000000000001,131.71,0,8.45,14.82,77.87,67.45,6.418456221198157,131.71,-6.418456221198157,324.77000000000004,318.3515437788019
2021-04-30,77.33,99.49000000000001,140.44,0,9.415,14.82,77.355,64.375,6.359838709677419,140.44,-6.359838709677419,326.675,320.3151612903226
