date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-04-20,72.51,102.15,124.21,0,8.94,14.82,76.79,47.14,6.83,124.21,-6.83,307.81,300.98
2021-04-21,69.86500000000001,100.875,121.85499999999999,0,9.989999999999998,14.735,75.815,51.675,6.83,121.85499999999999,-6.83,302.58500000000004,295.75500000000005
2021-04-22,69.965,93.91999999999999,122.69,0,9.739999999999998,14.735,73.38,61.47,6.822062211981567,122.69,-6.822062211981567,296.315,289.4929377880184
2021-04-23,71.1,92.785,121.58500000000001,0,7.645,14.82,71.805,64.905,6.770161290322581,121.58500000000001,-6.770161290322581,293.115,286.34483870967745
2021-04-24,70.965,94.94999999999999,118.98,0,7.225,14.82,72.955,63.275,6.711543778801843,118.98,-6.711543778801843,292.12,285.40845622119815
2021-04-25,68.255,92.34,108.58500000000001,0,8.44,14.82,74.965,62.675,6.652926267281106,108.58500000000001,-6.652926267281106,277.62,270.9670737327189
2021-04-26,67.59,92.315,107.33500000000001,0,9.315,14.82,74.85,62.16,6.594308755760369,107.33500000000001,-6.594308755760369,276.555,269.9606912442396
2021-04-27,75.225,95.525,122.21000000000001,0,9.52,14.82,73.19,65.47999999999999,6.535691244239631,122.21000000000001,-6.535691244239631,302.48,295.9443087557604
2021-04-28,82.97,98.68,126.83500000000001,0,9.58,14.82,73.59,68.66499999999999,6.477073732718894,126.83500000000001,-6.477073732718894,318.065,311.5879262672811
2021-04-29,83.62,100.99000000000001,131.71,0,9.43,14.82,77.87,67.45,6.418456221198157,131.71,-6.418456221198157,325.75000000000006,319.3315437788019
2021-04-30,77.33,99.49000000000001,140.44,0,10.46,14.82,77.355,64.375,6.359838709677419,140.44,-6.359838709677419,327.71999999999997,321.36016129032254
2021-05-01,76.46000000000001,93.4,131.255,0,13.175,12.49,73.96000000000001,62.614999999999995,6.307937788018433,131.255,-6.307937788018433,314.29,307.9820622119816
2021-05-02,81.4,98.555,119.315,0,13.725000000000001,12.49,74.17,62.465,6.3,119.315,-6.3,312.995,306.695
2021-05-03,83.07,102.63,123.14500000000001,0,12.32,14.82,74.11000000000001,59.265,6.3,123.14500000000001,-6.3,321.165,314.865
2021-05-04,77.125,101.45,126.66499999999999,0,12.2,14.82,73.73,55.405,6.3,126.66499999999999,-6.3,317.44,311.14
2021-05-05,72.83000000000001,101.005,127.335,0,11.965,14.82,73.9,54.36,6.3,127.335,-6.3,313.135,306.835
2021-05-06,72.445,94.845,109.69,0,11.665,14.82,73.33500000000001,56.019999999999996,6.3,109.69,-6.3,288.64500000000004,282.345
2021-05-07,73.83,94.555,108.58500000000001,0,11.375,14.82,71.58000000000001,59.89,6.3,108.58500000000001,-6.3,288.345,282.045
2021-05-08,66.5,97.14500000000001,123.71000000000001,0,11.09,14.82,70.27000000000001,58.855000000000004,6.3,123.71000000000001,-6.3,298.445,292.145
2021-05-09,59.835,93.64500000000001,116.16499999999999,0,12.02,14.82,69.815,53.67,6.3,116.16499999999999,-6.3,281.66499999999996,275.36499999999995
2021-05-10,73.845,95.86,116.625,0,12.675,14.82,71.5,51.355000000000004,6.3,116.625,-6.3,299.005,292.705
2021-05-11,77.08,99.82,124.9,0,12.6,14.82,74.23,51.239999999999995,6.3,124.9,-6.3,314.40000000000003,308.1
2021-05-12,77.35,101.83,132.92000000000002,0,12.635,14.82,74.57,51.03,6.3,132.92000000000002,-6.3,324.735,318.435
2021-05-13,79.82,105.095,138.71,0,12.645,14.82,75.395,52.975,6.3,138.71,-6.3,336.27,329.96999999999997
2021-05-14,82.175,103.64,136.895,0,12.295,14.82,76.525,55.370000000000005,6.3,136.895,-6.3,335.005,328.705
2021-05-15,83.375,103.285,129.48000000000002,0,11.945,14.82,75.03,54.18,6.3,129.48000000000002,-6.3,328.085,321.78499999999997
2021-05-16,79.1,108.22999999999999,124.315,0,12.76,14.82,74.99000000000001,52.825,6.3,124.315,-6.3,324.405,318.10499999999996
2021-05-17,82.06,111.815,125.28999999999999,0,13.44,14.82,77.67,50.505,6.3,125.28999999999999,-6.3,332.60499999999996,326.30499999999995
2021-05-18,85.21,111.37,135.895,0,13.49,14.82,80.235,50.675,6.3,135.895,-6.3,345.96500000000003,339.665
2021-05-19,91.89,112.755,145.565,0,13.600000000000001,14.82,85.58,58.26,6.3,145.565,-6.3,363.81,357.51
2021-05-20,96.39500000000001,111.94999999999999,141.565,0,13.405000000000001,14.82,92.34,63.26,6.3,141.565,-6.3,363.31499999999994,357.01499999999993
