date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,wnet_wma_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-05-08,56.58,96.64,123,0,15.21,11.52,69.67,55.89,4.31,287.12,123,-4.31,291.42999999999995,287.11999999999995
2021-05-09,59.835,93.64500000000001,116.16499999999999,0,16.03,11.52,69.815,53.67,4.31,281.365,116.16499999999999,-4.31,285.67499999999995,281.36499999999995
2021-05-10,73.845,95.86,116.625,0,16.72,11.52,71.5,51.355000000000004,4.31,298.74,116.625,-4.31,303.04999999999995,298.73999999999995
2021-05-11,77.08,99.82,124.9,0,16.884999999999998,11.52,74.23,51.239999999999995,4.31,314.375,124.9,-4.31,318.685,314.375
2021-05-12,77.35,101.83,132.92000000000002,0,17.195,11.52,74.57,51.03,4.31,324.985,132.92000000000002,-4.31,329.295,324.985
2021-05-13,79.82,105.095,138.71,0,17.205,11.52,75.395,52.975,4.31,336.52,138.71,-4.31,340.83,336.52
2021-05-14,82.175,103.64,136.895,0,16.759999999999998,11.52,76.525,55.370000000000005,4.31,335.15999999999997,136.895,-4.31,339.46999999999997,335.15999999999997
2021-05-15,83.375,103.285,129.48000000000002,0,16.37,11.52,75.03,54.18,4.31,328.20000000000005,129.48000000000002,-4.31,332.51,328.2
2021-05-16,79.1,108.22999999999999,124.315,0,17.185000000000002,11.52,74.99000000000001,52.825,4.31,324.52,124.315,-4.31,328.83,324.52
2021-05-17,82.06,111.815,125.28999999999999,0,17.845,11.52,77.67,50.505,4.31,332.7,125.28999999999999,-4.31,337.01,332.7
2021-05-18,85.21,111.37,135.895,0,17.88,11.52,80.235,50.675,4.31,346.04499999999996,135.895,-4.31,350.355,346.045
2021-05-19,91.89,112.755,145.565,0,17.990000000000002,11.52,85.58,58.26,4.31,363.89,145.565,-4.31,368.2,363.89
2021-05-20,96.39500000000001,115.875,141.565,0,17.93,11.52,92.34,64.16499999999999,4.31,367.4549999999999,141.565,-4.31,371.76500000000004,367.45500000000004
2021-05-21,97.89500000000001,117.39500000000001,138.52,0,14.709999999999999,18.244999999999997,98.28999999999999,66.255,4.31,364.21,138.52,-4.31,368.52000000000004,364.21000000000004
2021-05-22,95.625,117.45500000000001,135.27,0,14.07,18.244999999999997,102.25999999999999,66.49000000000001,4.31,358.11,135.27,-4.31,362.42,358.11
2021-05-23,93.50999999999999,123.57500000000002,134.875,0,16.84,11.52,104.33500000000001,67.035,4.31,364.49,134.875,-4.31,368.8,364.49
2021-05-24,93.88,116.85000000000001,132.625,0,16.604999999999997,11.52,95.075,63.945,4.31,355.65,132.625,-4.31,359.96000000000004,355.65000000000003
2021-05-25,85.42500000000001,52.045,131.25,0,16.575,11.52,76.155,59.4,4.31,280.985,131.25,-4.31,285.295,280.985
2021-05-26,87.33500000000001,57.34,136.14499999999998,0,16.595,11.52,74.965,58.705,4.31,293.105,136.14499999999998,-4.31,297.41499999999996,293.10499999999996
2021-05-27,91.095,109.42500000000001,134.69,0,15.985,11.52,78.545,56.620000000000005,4.31,346.885,134.69,-4.31,351.19500000000005,346.88500000000005
2021-05-28,90.11,109.735,131.73000000000002,0,15.475,11.52,72.995,58.28,4.31,342.74,131.73000000000002,-4.31,347.05000000000007,342.74000000000007
2021-05-29,78.84,107.71000000000001,130.185,0,15.325,11.52,70.4,59.635,4.31,327.75,130.185,-4.31,332.06,327.75
2021-05-30,60.38,97.315,120.77,0,16.365000000000002,11.52,70.315,54.065,4.31,290.52,120.77,-4.31,294.83000000000004,290.52000000000004
2021-05-31,68.58500000000001,47.255,110.52000000000001,0,17.265,11.52,70.695,52.2,4.31,239.315,110.52000000000001,-4.31,243.625,239.315
2021-06-01,84.935,57.26,117.58500000000001,0,18.915,11.52,71.66,54.25,4.31,274.385,117.58500000000001,-4.31,278.69500000000005,274.38500000000005
2021-06-02,92.94999999999999,113.89,130.77499999999998,0,20.884999999999998,11.52,72.265,54.25,4.31,354.19,130.77499999999998,-4.31,358.49999999999994,354.18999999999994
2021-06-03,92.94,116.33000000000001,133.58499999999998,0,22.345,11.52,72.5,54.25,4.31,360.89,133.58499999999998,-4.31,365.20000000000005,360.89000000000004
2021-06-04,90.64500000000001,122.12,140.75,0,23.505,11.52,72.62,54.25,4.31,372.71000000000004,140.75,-4.31,377.02,372.71
2021-06-05,100.14,127.065,142.29000000000002,0,24.005,11.52,73.44999999999999,54.25,4.31,389.19000000000005,142.29000000000002,-4.31,393.5,389.19
2021-06-06,112.32,132.785,135.27,0,25.68,11.52,74.805,54.25,4.31,401.745,135.27,-4.31,406.055,401.745
2021-06-07,121.89500000000001,134.89,142.67000000000002,0,26.085,11.52,75.64,54.25,4.31,421.23,142.67000000000002,-4.31,425.54,421.23
2021-06-08,146.20499999999998,132.135,126.84,0,24.605,11.52,76.05,54.25,4.31,425.475,126.84,-4.31,429.78499999999997,425.47499999999997
2021-06-09,152.245,123.845,106.06,0,22.07,11.52,76.05,54.25,4.31,399.90999999999997,106.06,-4.31,404.21999999999997,399.90999999999997
2021-06-10,140.20499999999998,113.705,106.675,0,20.035,11.52,76.05,54.25,4.31,376.30999999999995,106.675,-4.31,380.62,376.31
2021-06-11,139.27,110.875,99.495,0,19.5,11.52,76.05,54.25,4.31,364.83,99.495,-4.31,369.14,364.83
2021-06-12,142.085,113.42,92.38999999999999,0,19.880000000000003,11.52,76.05,54.25,4.31,363.46500000000003,92.38999999999999,-4.31,367.775,363.465
2021-06-13,161.505,126.535,100.31,0,23.315,11.52,76.05,54.25,4.31,407.355,100.31,-4.31,411.665,407.355
2021-06-14,174.585,134.235,115.045,0,25.695,11.52,76.05,54.25,4.31,445.25,115.045,-4.31,449.56,445.25
2021-06-15,167.82999999999998,125.895,116.80000000000001,0,24.795,11.52,76.05,54.25,4.31,431.01,116.80000000000001,-4.31,435.32,431.01
2021-06-16,158.95,118.985,113.34,0,23.310000000000002,11.52,76.05,54.25,4.31,410.275,113.34,-4.31,414.585,410.275
2021-06-17,155.47500000000002,119.955,113.1,0,22.645,11.52,76.05,54.25,4.31,406.865,113.1,-4.31,411.175,406.865
2021-06-18,152.82,121.565,106.725,0,21.729999999999997,11.52,76.05,54.25,4.31,398.53,106.725,-4.31,402.84,398.53
2021-06-19,146.565,117.445,95.17500000000001,0,20.424999999999997,11.52,76.05,54.25,4.31,375.29999999999995,95.17500000000001,-4.31,379.61,375.3
2021-06-20,153.32999999999998,119.24000000000001,97.7,0,21.98,11.52,76.05,54.25,4.31,387.94,97.7,-4.31,392.25,387.94
2021-06-21,164.32,127.565,109.72,0,24.235,11.52,76.05,54.25,4.31,421.53,109.72,-4.31,425.84,421.53
2021-06-22,151.5,121.09,116.435,0,21.05,11.52,76.05,54.25,4.31,405.765,116.435,-4.31,410.075,405.765
2021-06-23,136.38,111.02,118.1,0,17.32,11.52,76.05,54.25,4.31,378.51,118.1,-4.31,382.82,378.51
