date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,wnet_wma_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-05-21,99.18,117.37,137.83,0,11.52,24.97,102.03,67.44,4.31,361.59,137.83,-4.31,365.9,361.59
2021-05-22,95.625,117.45500000000001,135.27,0,13.715,18.244999999999997,102.25999999999999,66.49000000000001,4.31,357.755,135.27,-4.31,362.065,357.755
2021-05-23,93.50999999999999,123.57500000000002,134.875,0,16.54,11.52,104.33500000000001,67.035,4.31,364.19000000000005,134.875,-4.31,368.50000000000006,364.19000000000005
2021-05-24,93.88,116.85000000000001,132.625,0,16.735,11.52,95.075,63.945,4.31,355.78000000000003,132.625,-4.31,360.09000000000003,355.78000000000003
2021-05-25,85.42500000000001,105.86,131.25,0,16.725,11.52,76.155,59.4,4.31,334.95000000000005,131.25,-4.31,339.26000000000005,334.95000000000005
2021-05-26,87.33500000000001,111.155,136.14499999999998,0,16.744999999999997,11.52,74.965,58.705,4.31,347.07,136.14499999999998,-4.31,351.38,347.07
2021-05-27,91.095,109.42500000000001,134.69,0,16.134999999999998,11.52,78.545,56.620000000000005,4.31,347.03499999999997,134.69,-4.31,351.345,347.035
2021-05-28,90.11,109.735,131.73000000000002,0,15.625,11.52,72.995,58.28,4.31,342.89,131.73000000000002,-4.31,347.20000000000005,342.89000000000004
2021-05-29,78.84,107.71000000000001,130.185,0,15.475000000000001,11.52,70.4,59.635,4.31,327.9,130.185,-4.31,332.21000000000004,327.90000000000003
2021-05-30,60.38,97.315,120.77,0,16.515,11.52,70.315,54.065,4.31,290.66999999999996,120.77,-4.31,294.98,290.67
2021-05-31,68.58500000000001,99.28999999999999,110.52000000000001,0,17.43,11.52,70.695,52.2,4.31,291.515,110.52000000000001,-4.31,295.825,291.515
2021-06-01,84.935,106.1,117.58500000000001,0,19.125,11.52,71.66,55.75,4.31,323.435,117.58500000000001,-4.31,327.745,323.435
2021-06-02,92.94999999999999,112.4,130.77499999999998,0,20.939999999999998,11.52,72.265,58.225,4.31,352.755,130.77499999999998,-4.31,357.065,352.755
2021-06-03,92.94,111.16499999999999,133.58499999999998,0,21.625,11.52,72.5,57.955,4.31,355.005,133.58499999999998,-4.31,359.31499999999994,355.00499999999994
