date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-04-13,70.13,87.63,109.83,0,7.85,14.82,73.42,55.71,6.83,109.83,-6.83,275.44,268.61
2021-04-14,83.565,93.1,115.375,0,7.88,14.82,71.545,58.925,6.83,115.375,-6.83,299.91999999999996,293.09
2021-04-15,85.935,95.08,117.69,0,7.915,14.82,71.74000000000001,57.15,6.83,117.69,-6.83,306.62,299.79
2021-04-16,85.64500000000001,91.625,111.375,0,7.55,14.82,73.42500000000001,55.45,6.83,111.375,-6.83,296.195,289.365
2021-04-17,85.91499999999999,95.87,111.04,0,7.24,14.82,72.43,58.81,6.83,111.04,-6.83,300.065,293.235
2021-04-18,73.32,98.025,111.625,0,8.06,14.82,73.77,58.99,6.83,111.625,-6.83,291.03000000000003,284.20000000000005
2021-04-19,74.39500000000001,98.965,117.46,0,8.685,14.82,76.63,55.845,6.83,117.46,-6.83,299.50500000000005,292.67500000000007
2021-04-20,75.035,102.055,124.835,0,8.635000000000002,14.82,77.165,49.865,6.83,124.835,-6.83,310.56,303.73
2021-04-21,69.86500000000001,100.875,121.85499999999999,0,9.879999999999999,14.735,75.815,51.675,6.83,121.85499999999999,-6.83,302.475,295.64500000000004
2021-04-22,69.965,93.91999999999999,122.69,0,9.42,14.735,73.38,61.47,6.822062211981567,122.69,-6.822062211981567,295.995,289.17293778801843
2021-04-23,71.1,92.785,121.58500000000001,0,6.875,14.82,71.805,64.905,6.770161290322581,121.58500000000001,-6.770161290322581,292.345,285.57483870967746
2021-04-24,70.965,94.94999999999999,118.98,0,6.3100000000000005,14.82,72.955,63.275,6.711543778801843,118.98,-6.711543778801843,291.205,284.49345622119813
2021-04-25,68.255,92.34,108.58500000000001,0,7.495,14.82,74.965,62.675,6.652926267281106,108.58500000000001,-6.652926267281106,276.675,270.0220737327189
2021-04-26,67.59,92.315,107.33500000000001,0,8.355,14.82,74.85,62.16,6.594308755760369,107.33500000000001,-6.594308755760369,275.595,269.00069124423965
2021-04-27,75.225,95.525,122.21000000000001,0,8.56,14.82,73.19,65.47999999999999,6.535691244239631,122.21000000000001,-6.535691244239631,301.52000000000004,294.9843087557604
2021-04-28,82.97,98.68,126.83500000000001,0,8.620000000000001,14.82,73.59,68.66499999999999,6.477073732718894,126.83500000000001,-6.477073732718894,317.105,310.6279262672811
2021-04-29,83.62,100.99000000000001,131.71,0,8.469999999999999,14.82,77.87,67.45,6.418456221198157,131.71,-6.418456221198157,324.7900000000001,318.37154377880194
2021-04-30,77.33,99.49000000000001,140.44,0,9.434999999999999,14.82,77.355,64.375,6.359838709677419,140.44,-6.359838709677419,326.695,320.33516129032256
2021-05-01,76.46000000000001,93.4,131.255,0,12.629999999999999,12.49,73.96000000000001,62.614999999999995,6.307937788018433,131.255,-6.307937788018433,313.745,307.4370622119816
2021-05-02,81.4,98.555,119.315,0,13.175,12.49,74.17,62.465,6.3,119.315,-6.3,312.445,306.145
2021-05-03,83.07,102.63,123.14500000000001,0,11.219999999999999,14.82,74.11000000000001,59.265,6.3,123.14500000000001,-6.3,320.06500000000005,313.76500000000004
2021-05-04,77.125,101.45,126.66499999999999,0,11.105,14.82,73.73,55.405,6.3,126.66499999999999,-6.3,316.345,310.045
2021-05-05,72.83000000000001,101.005,127.335,0,10.875,14.82,73.9,54.36,6.3,127.335,-6.3,312.045,305.745
2021-05-06,72.445,94.845,109.69,0,10.575,14.82,73.33500000000001,56.019999999999996,6.3,109.69,-6.3,287.555,281.255
2021-05-07,73.83,94.555,108.58500000000001,0,10.285,14.82,71.58000000000001,59.89,6.3,108.58500000000001,-6.3,287.25500000000005,280.95500000000004
2021-05-08,66.5,97.14500000000001,123.71000000000001,0,9.995,14.82,70.27000000000001,58.855000000000004,6.3,123.71000000000001,-6.3,297.35,291.05
2021-05-09,59.835,93.64500000000001,116.16499999999999,0,10.934999999999999,14.82,69.815,53.67,6.3,116.16499999999999,-6.3,280.58,274.28
2021-05-10,73.845,95.86,116.625,0,11.620000000000001,14.82,71.5,51.355000000000004,6.3,116.625,-6.3,297.95,291.65
2021-05-11,77.08,99.82,124.9,0,11.565000000000001,14.82,74.23,51.239999999999995,6.3,124.9,-6.3,313.365,307.065
2021-05-12,77.35,101.83,132.92000000000002,0,11.595,14.82,74.57,51.03,6.3,132.92000000000002,-6.3,323.69500000000005,317.39500000000004
2021-05-13,79.82,113.305,138.71,0,11.56,14.82,75.395,50.84,6.3,138.71,-6.3,343.39500000000004,337.095
2021-05-14,95.315,123.03,133.42000000000002,0,11.219999999999999,14.82,77.07,50.84,6.3,133.42000000000002,-6.3,362.985,356.685
2021-05-15,116.495,126.17500000000001,119.005,0,10.79,14.82,77.07,50.84,6.3,119.005,-6.3,372.46500000000003,366.165
2021-05-16,118.83500000000001,127.05000000000001,111.66,0,11.495000000000001,14.82,77.07,50.84,6.3,111.66,-6.3,369.04,362.74
2021-05-17,119.08500000000001,125.505,116.35,0,12.245000000000001,14.82,77.07,50.84,6.3,116.35,-6.3,373.185,366.885
2021-05-18,119.17,125.68,118.44,0,12.195,14.82,77.07,50.84,6.3,118.44,-6.3,375.485,369.185
2021-05-19,120.785,123.57,119.2,0,12.285,14.82,77.07,50.84,6.3,119.2,-6.3,375.84000000000003,369.54
2021-05-20,121.5,120.97999999999999,119.38499999999999,0,12.415,14.82,77.07,50.84,6.3,119.38499999999999,-6.3,374.28000000000003,367.98
2021-05-21,122.205,121.78999999999999,117.5,0,12.004999999999999,14.82,77.07,50.84,6.3,117.5,-6.3,373.5,367.2
2021-05-22,123.42,124.905,113.66,0,11.5,14.82,77.07,50.84,6.3,113.66,-6.3,373.485,367.185
2021-05-23,127.125,126.965,114.64500000000001,0,12.3,14.82,77.07,50.84,6.3,114.64500000000001,-6.3,381.035,374.735
