date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,wnet_wma_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-06-26,97.52,118.61,135.88,0,11.39,21.59,73.46,59.66,4.61,358.78999999999996,135.88,-4.61,363.4,358.78999999999996
2021-06-27,108.06,121.37,137.95999999999998,0,17.875,16.439999999999998,73.47999999999999,57.415,4.555,380.71,137.95999999999998,-4.555,385.265,380.71
2021-06-28,124.785,130.865,142.875,0,17.755,19.825,73.58,57.065,3.9450000000000003,412.335,142.875,-3.9450000000000003,416.28,412.335
2021-06-29,134.215,138.975,153.79500000000002,0,19.085,20.18,74.67,57.965,3.41,442.65999999999997,153.79500000000002,-3.41,446.07,442.65999999999997
2021-06-30,138.84,137.465,161.29500000000002,0,20.1,20.04,75.695,59.79,3.6550000000000002,454.04499999999996,161.29500000000002,-3.6550000000000002,457.70000000000005,454.0450000000001
2021-07-01,119.925,130.7,155.54500000000002,0,14.379999999999999,20.134999999999998,75.735,59.86,4.734999999999999,415.815,155.54500000000002,-4.734999999999999,420.55,415.815
2021-07-02,89.815,113.22999999999999,143.315,0,8.06,21.375,73.355,57.379999999999995,5.539072164948453,348.8809278350515,143.315,-5.539072164948453,354.42,348.8809278350516
2021-07-03,83.655,105.63,91.875,0,1.48,30.56,70.405,57.91,5.206082474226804,277.4339175257732,91.875,-5.206082474226804,282.64,277.43391752577315
2021-07-04,89.285,107.465,89.19,0,4.725,30.56,70.845,58.235,4.83,285.835,89.19,-4.83,290.665,285.83500000000004
2021-07-05,107.265,113.185,132.04500000000002,0,7.300000000000001,30.56,72.265,58.26,4.453917525773196,355.34108247422677,132.04500000000002,-4.453917525773196,359.795,355.3410824742268
2021-07-06,118.16999999999999,125.54,136.89,0,9.98,27.884999999999998,72.905,56.724999999999994,4.120927835051547,386.4590721649484,136.89,-4.120927835051547,390.58,386.45907216494845
2021-07-07,125.185,131.14,149.16,0,18.33,20.795,77.81,57.56999999999999,4.205,419.61,149.16,-4.205,423.815,419.61
2021-07-08,113.2,123.775,154.315,0,20.725,13.635,80.78,60.43,5.01,407.005,154.315,-5.01,412.015,407.005
2021-07-09,90.4,115.095,146.23000000000002,0,14.235,14.31,74.32,60.14,5.66,360.30000000000007,146.23000000000002,-5.66,365.96000000000004,360.3
2021-07-10,92.89500000000001,114.19,135.81,0,13.754999999999999,14.34,70.88,59.36,5.8149999999999995,350.83500000000004,135.81,-5.8149999999999995,356.65,350.835
2021-07-11,97.4,116.22,132.685,0,13.635,16.595,72.14500000000001,59.335,5.485,354.45500000000004,132.685,-5.485,359.94,354.455
2021-07-12,116.38,132.06,141.16500000000002,0,11.18,24.299999999999997,74.33500000000001,60.405,4.845000000000001,395.94000000000005,141.16500000000002,-4.845000000000001,400.785,395.94
2021-07-13,128.58,140.815,149.815,0,11.495000000000001,26.485,78.155,56.465,4.665,426.04,149.815,-4.665,430.705,426.03999999999996
2021-07-14,128.845,140.85500000000002,158.755,0,12.145,26.805,78.89500000000001,53.394999999999996,4.855,435.745,158.755,-4.855,440.6,435.745
2021-07-15,121.29,135.75,157.27499999999998,0,11.305,28.78,57.07,54.435,4.9132,420.70680000000004,157.27499999999998,-4.9132,425.62,420.7068
2021-07-16,122.675,135.85,141.48,0,15.06,20.98,43.035,57.754999999999995,3.9068,411.1581999999999,141.48,-3.9068,415.065,411.1582
2021-07-17,124.60499999999999,137.255,123.10499999999999,0,15.59,14.524999999999999,63.565,60.79,4,396.55499999999995,123.10499999999999,-4,400.55499999999995,396.55499999999995
2021-07-18,109.185,124.88,130.17,0,13.760000000000002,14.489999999999998,76.65,55.7,4.545,373.45000000000005,130.17,-4.545,377.995,373.45
2021-07-19,146.76,125.865,146.56,0,14.04,15.940000000000001,77.04499999999999,57.6,4.33,428.895,146.56,-4.33,433.225,428.89500000000004
2021-07-20,191.76999999999998,128.28,146.665,0,16.79,15.635000000000002,77.96,61.105000000000004,3.665,479.84,146.665,-3.665,483.50499999999994,479.8399999999999
2021-07-21,183.885,134.43,151.98000000000002,0,24.22,12.685,77.96,60.89,3.54,490.975,151.98000000000002,-3.54,494.515,490.97499999999997
