date_time,w_fw_pot,w_wssc_pot,w_wa_gf,w_wa_lf,w_lw_pot,lw_fw,w_fw_occ,w_wssc_pat,disch_lw_pot,w_wa,w_lw_br,w_pot_total,w_pot_total_net
2021-05-02,83.9,106.14,121,0,16.21,11.52,74.18,62.36,4.31,121,-4.31,327.25,322.94
2021-05-03,83.07,102.63,123.14500000000001,0,15.945,11.52,74.11000000000001,59.265,4.31,123.14500000000001,-4.31,324.79,320.48
2021-05-04,77.125,101.45,126.66499999999999,0,15.875,11.52,73.73,55.405,4.31,126.66499999999999,-4.31,321.115,316.805
2021-05-05,72.83000000000001,101.005,127.335,0,15.645,11.52,73.9,54.36,4.31,127.335,-4.31,316.815,312.505
2021-05-06,72.445,94.845,109.69,0,15.34,11.52,73.33500000000001,56.019999999999996,4.31,109.69,-4.31,292.32,288.01
2021-05-07,73.83,94.555,108.58500000000001,0,15.05,11.52,71.58000000000001,59.89,4.31,108.58500000000001,-4.31,292.02000000000004,287.71000000000004
2021-05-08,66.5,97.14500000000001,123.71000000000001,0,14.765,11.52,70.27000000000001,58.855000000000004,4.31,123.71000000000001,-4.31,302.12,297.81
2021-05-09,59.835,93.64500000000001,116.16499999999999,0,15.695,11.52,69.815,53.67,4.31,116.16499999999999,-4.31,285.34,281.03
2021-05-10,73.845,95.86,116.625,0,16.35,11.52,71.5,51.355000000000004,4.31,116.625,-4.31,302.68,298.37
2021-05-11,77.08,99.82,124.9,0,16.27,11.52,74.23,51.239999999999995,4.31,124.9,-4.31,318.07,313.76
2021-05-12,77.35,101.83,132.92000000000002,0,16.310000000000002,11.52,74.57,51.03,4.31,132.92000000000002,-4.31,328.41,324.1
2021-05-13,79.82,105.095,138.71,0,16.32,11.52,75.395,52.975,4.31,138.71,-4.31,339.945,335.635
2021-05-14,82.175,103.64,136.895,0,15.965,11.52,76.525,55.370000000000005,4.31,136.895,-4.31,338.67499999999995,334.36499999999995
2021-05-15,83.375,103.285,129.48000000000002,0,15.620000000000001,11.52,75.03,54.18,4.31,129.48000000000002,-4.31,331.76,327.45
2021-05-16,79.1,108.22999999999999,124.315,0,16.435,11.52,74.99000000000001,52.825,4.31,124.315,-4.31,328.08,323.77
2021-05-17,82.06,111.815,125.28999999999999,0,17.095,11.52,77.67,50.505,4.31,125.28999999999999,-4.31,336.26,331.95
2021-05-18,85.21,111.37,135.895,0,17.125,11.52,80.235,50.675,4.31,135.895,-4.31,349.6,345.29
2021-05-19,91.89,112.755,145.565,0,17.235,11.52,85.58,58.26,4.31,145.565,-4.31,367.445,363.135
2021-05-20,96.39500000000001,115.875,141.565,0,17.18,11.52,92.34,64.16499999999999,4.31,141.565,-4.31,371.01500000000004,366.70500000000004
2021-05-21,97.89500000000001,117.39500000000001,138.52,0,14.334999999999999,18.244999999999997,98.28999999999999,66.255,4.31,138.52,-4.31,368.14500000000004,363.83500000000004
2021-05-22,95.625,117.45500000000001,135.27,0,13.695,18.244999999999997,102.25999999999999,66.49000000000001,4.31,135.27,-4.31,362.045,357.735
2021-05-23,93.50999999999999,123.57500000000002,134.875,0,16.044999999999998,11.52,104.33500000000001,67.035,4.31,134.875,-4.31,368.00500000000005,363.69500000000005
