date,1646500,1645000,1644000,1643000,1638500,1636500,1619500,1616500,1614500,1613000,1611500,1610155,1610000,1609000,1608500,1604500,1603000,1601500,1598500,1595800,1597500,1595500,1596500,1643500,1591000,1591400,1591700,1656000
2014-03-27 0:00,14600,136,327,813,12600,4310,355,263,526,5130,834,66.2,3930,115,1850,175,1480,327,712,468,144,350,80.5,84.3,54.7,33.5,34.5,109
2014-03-28 0:00,13700,150,336,806,11900,4120,354,258,518,4570,763,62.3,3400,109,1620,155,1200,313,591,386,122,416,71.7,89.6,58.2,35.9,35.6,113
2014-03-29 0:00,13700,280,390,934,11400,3920,378,269,538,4060,697,60.9,3140,109,1540,154,1260,355,877,659,172,458,91.6,148,88.4,53.9,64.9,178
2014-03-30 0:00,25700,1480,3080,7980,15800,5400,1100,1040,2160,4650,682,110,5240,337,2040,364,2980,967,1430,1040,309,1240,217,866,415,231,326,1320
2014-03-31 0:00,44000,1210,2360,13700,22100,6750,1060,1340,2910,8830,1050,140,9200,361,4600,466,3400,917,1550,1180,246,1140,188,587,297,164,200,664
2014-04-01 0:00,40900,459,1340,4420,26900,8450,800,696,1860,10400,1210,133,8810,299,4280,436,2910,845,1530,1200,258,1220,179,284,133,59.5,85.6,316
2014-04-02 0:00,33600,327,1040,2940,24500,7560,706,519,1490,9530,1200,127,8250,265,3890,404,3100,753,1830,1470,285,927,164,221,111,51.5,61.9,219
2014-04-03 0:00,28500,273,865,2390,21700,6640,651,438,1310,8990,1190,116,7660,231,3380,374,3050,649,1620,1220,287,832,141,189,99,48.1,52.4,172
2014-04-04 0:00,25400,248,773,2080,19700,5930,617,398,1180,8110,1140,107,6650,215,2980,358,2550,650,1380,1020,287,858,135,166,91.6,46.3,47.3,145
2014-04-05 0:00,23000,217,700,1870,17800,5370,583,372,1100,7350,1060,102,6240,205,2710,334,2560,673,1260,895,286,830,132,147,85.3,43.8,43.2,129
2014-04-06 0:00,20400,192,599,1570,16200,4870,540,335,964,6810,992,83.8,5460,169,2380,295,2140,589,1010,686,240,650,118,129,78.5,40.8,39.7,104
2014-04-07 0:00,18800,209,570,1480,15000,4460,539,325,923,5980,749,79.8,4750,164,2080,271,1760,620,703,425,195,540,114,153,91.8,50,51,112
2014-04-08 0:00,18100,265,653,2220,14100,4270,577,375,1150,5510,690,114,4580,238,2010,279,1760,656,801,548,195,569,109,153,91.3,50.1,58.5,159
2014-04-09 0:00,17600,212,545,1780,13900,4420,517,336,1020,5530,720,107,4480,209,1910,252,1790,563,834,617,149,423,94.3,125,78,42.6,45.1,112
2014-04-10 0:00,16700,212,478,1380,13700,4470,472,306,891,5230,649,97.4,4060,184,1700,215,1630,504,797,615,124,351,79.8,113,73.2,39.6,39.2,88.2
2014-04-11 0:00,15600,195,443,1220,12800,4080,455,291,823,4730,574,91.8,3720,173,1520,187,1580,496,689,481,124,308,74.2,106,70.3,38.4,36.7,75.5
2014-04-12 0:00,14400,185,429,1150,11900,3850,446,279,846,4430,527,94.2,3480,175,1400,169,1450,556,596,399,124,295,69.2,100,67.7,37.7,35.5,70
2014-04-13 0:00,13500,193,404,1080,11400,3630,434,267,794,4110,497,82.6,3220,155,1330,150,1360,504,592,399,124,270,62,94.5,65.7,36.8,33.8,63.6
2014-04-14 0:00,12800,195,379,1020,10800,3420,423,258,728,3880,475,76,3050,143,1230,136,1330,492,548,350,124,260,58.6,91,63.9,36.6,33.7,59.3
2014-04-15 0:00,14000,367,502,1490,10600,3390,481,287,1130,3970,600,94.9,3150,163,1260,134,1340,554,513,322,124,274,58.8,194,123,80.4,105,393
2014-04-16 0:00,16300,415,752,3470,11900,3830,516,331,1540,4760,1030,129,3560,186,1670,127,1240,458,458,291,99.7,283,52.1,177,106,59.5,97.4,460
2014-04-17 0:00,17800,228,519,1800,13900,5080,440,284,1170,4860,1020,110,3350,147,1610,109,1070,394,415,272,90.2,255,46.8,125,80.5,44.5,54.2,195
2014-04-18 0:00,17400,180,461,1380,13700,5230,421,266,1000,4280,796,106,2990,137,1450,95.5,1020,371,415,272,90.2,257,43.7,116,75.3,41.1,46.5,136
2014-04-19 0:00,16000,170,440,1240,12500,4690,412,256,916,3930,695,102,2840,134,1380,87.8,1050,357,649,522,90.2,250,41.5,110,72.1,39.5,42.1,113
2014-04-20 0:00,14500,158,421,1130,11600,4300,401,248,833,3780,637,89.4,2940,125,1310,82.7,1190,330,638,513,90.2,239,38.6,99.9,68.4,37.5,39,94
2014-04-21 0:00,13500,155,395,1040,10900,3940,392,238,765,3710,586,79.3,2770,116,1220,77.9,1110,308,372,256,70.5,228,36.6,93.6,66.3,36.7,37.4,81.4
2014-04-22 0:00,12800,161,378,993,10400,3660,402,233,728,3490,544,75.8,2400,113,1130,75.8,869,298,351,252,62,209,37.5,98.6,69,37.5,36.9,75.6
2014-04-23 0:00,12400,177,371,1040,10000,3440,421,228,713,3130,521,82.7,2300,118,1080,74,872,291,359,258,62,206,37.4,128,73.2,38.7,40.9,72.1
2014-04-24 0:00,11700,161,334,944,9360,3210,390,215,654,2980,496,68.2,2200,105,1030,69.1,821,254,352,255,55.7,193,32.3,92.9,63.4,36,35.1,60.5
2014-04-25 0:00,11000,151,342,883,9000,3080,386,251,611,2840,465,60.6,2080,97.8,972,69.5,804,239,353,257,53.2,202,32.7,93.1,64.3,37,34.7,64.5
