date,lfalls,date_fc,length_fc
2021-04-24,6199,2021-05-24,-30
2021-04-25,6273,2021-05-24,-29
2021-04-26,6338,2021-05-24,-28
2021-04-27,6199,2021-05-24,-27
2021-04-28,6309,2021-05-24,-26
2021-04-29,6332,2021-05-24,-25
2021-04-30,6306,2021-05-24,-24
2021-05-01,5950,2021-05-24,-23
2021-05-02,5537,2021-05-24,-22
2021-05-03,5152,2021-05-24,-21
2021-05-04,5152,2021-05-24,-20
2021-05-05,5570,2021-05-24,-19
2021-05-06,5781,2021-05-24,-18
2021-05-07,5858,2021-05-24,-17
2021-05-08,6336,2021-05-24,-16
2021-05-09,6863,2021-05-24,-15
2021-05-10,7025,2021-05-24,-14
2021-05-11,7212,2021-05-24,-13
2021-05-12,6926,2021-05-24,-12
2021-05-13,6403,2021-05-24,-11
2021-05-14,6028,2021-05-24,-10
2021-05-15,5479,2021-05-24,-9
2021-05-16,4823,2021-05-24,-8
2021-05-17,4260,2021-05-24,-7
2021-05-18,3995,2021-05-24,-6
2021-05-19,3891,2021-05-24,-5
2021-05-20,3749,2021-05-24,-4
2021-05-21,3400,2021-05-24,-3
2021-05-22,3180,2021-05-24,-2
2021-05-23,2954,2021-05-24,-1
2021-05-24,2773,2021-05-24,0
2021-05-25,2638,2021-05-24,1
2021-05-26,2515,2021-05-24,2
2021-05-27,2389,2021-05-24,3
2021-05-28,2277,2021-05-24,4
2021-05-29,2174,2021-05-24,5
2021-05-30,2067,2021-05-24,6
2021-05-31,2033,2021-05-24,7
2021-06-01,2115,2021-05-24,8
2021-06-02,2468,2021-05-24,9
2021-06-03,3368,2021-05-24,10
2021-06-04,3428,2021-05-24,11
2021-06-05,NA,2021-05-24,12
2021-06-06,NA,2021-05-24,13
2021-06-07,NA,2021-05-24,14
2021-06-08,NA,2021-05-24,15
2021-06-09,NA,2021-05-24,16
2021-06-10,NA,2021-05-24,17
2021-06-11,NA,2021-05-24,18
2021-06-12,NA,2021-05-24,19
2021-06-13,NA,2021-05-24,20
2021-06-14,NA,2021-05-24,21
2021-06-15,NA,2021-05-24,22
2021-06-16,NA,2021-05-24,23
2021-06-17,NA,2021-05-24,24
2021-06-18,NA,2021-05-24,25
2021-06-19,NA,2021-05-24,26
2021-06-20,NA,2021-05-24,27
2021-06-21,NA,2021-05-24,28
2021-06-22,NA,2021-05-24,29
2021-06-23,NA,2021-05-24,30
2021-06-24,NA,2021-05-24,31
2021-06-25,NA,2021-05-24,32
2021-06-26,NA,2021-05-24,33
2021-06-27,NA,2021-05-24,34
2021-06-28,NA,2021-05-24,35
2021-06-29,NA,2021-05-24,36
2021-06-30,NA,2021-05-24,37
2021-07-01,NA,2021-05-24,38
2021-07-02,NA,2021-05-24,39
2021-07-03,NA,2021-05-24,40
2021-07-04,NA,2021-05-24,41
2021-07-05,NA,2021-05-24,42
2021-07-06,NA,2021-05-24,43
2021-07-07,NA,2021-05-24,44
2021-07-08,NA,2021-05-24,45
2021-07-09,NA,2021-05-24,46
2021-07-10,NA,2021-05-24,47
2021-07-11,NA,2021-05-24,48
2021-07-12,NA,2021-05-24,49
2021-07-13,NA,2021-05-24,50
2021-07-14,NA,2021-05-24,51
2021-07-15,NA,2021-05-24,52
2021-07-16,NA,2021-05-24,53
2021-07-17,NA,2021-05-24,54
2021-07-18,NA,2021-05-24,55
2021-07-19,NA,2021-05-24,56
2021-07-20,NA,2021-05-24,57
2021-07-21,NA,2021-05-24,58
2021-07-22,NA,2021-05-24,59
2021-07-23,NA,2021-05-24,60
2021-07-24,NA,2021-05-24,61
2021-07-25,NA,2021-05-24,62
2021-07-26,NA,2021-05-24,63
2021-07-27,NA,2021-05-24,64
2021-07-28,NA,2021-05-24,65
2021-07-29,NA,2021-05-24,66
