date,lfalls,date_fc,length_fc
2021-05-08,6540,2021-06-07,-30
2021-05-09,6838,2021-06-07,-29
2021-05-10,7016,2021-06-07,-28
2021-05-11,7027,2021-06-07,-27
2021-05-12,6535,2021-06-07,-26
2021-05-13,6087,2021-06-07,-25
2021-05-14,5758,2021-06-07,-24
2021-05-15,5209,2021-06-07,-23
2021-05-16,4564,2021-06-07,-22
2021-05-17,4260,2021-06-07,-21
2021-05-18,3995,2021-06-07,-20
2021-05-19,3891,2021-06-07,-19
2021-05-20,3749,2021-06-07,-18
2021-05-21,3400,2021-06-07,-17
2021-05-22,3180,2021-06-07,-16
2021-05-23,2954,2021-06-07,-15
2021-05-24,2831,2021-06-07,-14
2021-05-25,2831,2021-06-07,-13
2021-05-26,2831,2021-06-07,-12
2021-05-27,3037,2021-06-07,-11
2021-05-28,2831,2021-06-07,-10
2021-05-29,3478,2021-06-07,-9
2021-05-30,3419,2021-06-07,-8
2021-05-31,3372,2021-06-07,-7
2021-06-01,3280,2021-06-07,-6
2021-06-02,3249,2021-06-07,-5
2021-06-03,3530,2021-06-07,-4
2021-06-04,3943,2021-06-07,-3
2021-06-05,3825,2021-06-07,-2
2021-06-06,3630,2021-06-07,-1
2021-06-07,3368,2021-06-07,0
2021-06-08,3202,2021-06-07,1
2021-06-09,3053,2021-06-07,2
2021-06-10,3134,2021-06-07,3
2021-06-11,3135,2021-06-07,4
2021-06-12,3363,2021-06-07,5
2021-06-13,3387,2021-06-07,6
2021-06-14,3423,2021-06-07,7
2021-06-15,3314,2021-06-07,8
2021-06-16,3277,2021-06-07,9
2021-06-17,3318,2021-06-07,10
2021-06-18,3530,2021-06-07,11
2021-06-19,3581,2021-06-07,12
2021-06-20,3441,2021-06-07,13
2021-06-21,3616,2021-06-07,14
2021-06-22,9972,2021-06-07,15
2021-06-23,NA,2021-06-07,16
2021-06-24,NA,2021-06-07,17
2021-06-25,NA,2021-06-07,18
2021-06-26,NA,2021-06-07,19
2021-06-27,NA,2021-06-07,20
2021-06-28,NA,2021-06-07,21
2021-06-29,NA,2021-06-07,22
2021-06-30,NA,2021-06-07,23
2021-07-01,NA,2021-06-07,24
2021-07-02,NA,2021-06-07,25
2021-07-03,NA,2021-06-07,26
2021-07-04,NA,2021-06-07,27
2021-07-05,NA,2021-06-07,28
2021-07-06,NA,2021-06-07,29
2021-07-07,NA,2021-06-07,30
2021-07-08,NA,2021-06-07,31
2021-07-09,NA,2021-06-07,32
2021-07-10,NA,2021-06-07,33
2021-07-11,NA,2021-06-07,34
2021-07-12,NA,2021-06-07,35
2021-07-13,NA,2021-06-07,36
2021-07-14,NA,2021-06-07,37
2021-07-15,NA,2021-06-07,38
2021-07-16,NA,2021-06-07,39
2021-07-17,NA,2021-06-07,40
2021-07-18,NA,2021-06-07,41
2021-07-19,NA,2021-06-07,42
2021-07-20,NA,2021-06-07,43
2021-07-21,NA,2021-06-07,44
2021-07-22,NA,2021-06-07,45
2021-07-23,NA,2021-06-07,46
2021-07-24,NA,2021-06-07,47
2021-07-25,NA,2021-06-07,48
2021-07-26,NA,2021-06-07,49
2021-07-27,NA,2021-06-07,50
2021-07-28,NA,2021-06-07,51
2021-07-29,NA,2021-06-07,52
2021-07-30,NA,2021-06-07,53
2021-07-31,NA,2021-06-07,54
2021-08-01,NA,2021-06-07,55
2021-08-02,NA,2021-06-07,56
2021-08-03,NA,2021-06-07,57
2021-08-04,NA,2021-06-07,58
2021-08-05,NA,2021-06-07,59
2021-08-06,NA,2021-06-07,60
2021-08-07,NA,2021-06-07,61
2021-08-08,NA,2021-06-07,62
2021-08-09,NA,2021-06-07,63
2021-08-10,NA,2021-06-07,64
2021-08-11,NA,2021-06-07,65
2021-08-12,NA,2021-06-07,66
2021-08-13,NA,2021-06-07,67
2021-08-14,NA,2021-06-07,68
2021-08-15,NA,2021-06-07,69
2021-08-16,NA,2021-06-07,70
2021-08-17,NA,2021-06-07,71
2021-08-18,NA,2021-06-07,72
2021-08-19,NA,2021-06-07,73
2021-08-20,NA,2021-06-07,74
2021-08-21,NA,2021-06-07,75
2021-08-22,NA,2021-06-07,76
2021-08-23,NA,2021-06-07,77
2021-08-24,NA,2021-06-07,78
2021-08-25,NA,2021-06-07,79
2021-08-26,NA,2021-06-07,80
2021-08-27,NA,2021-06-07,81
2021-08-28,NA,2021-06-07,82
2021-08-29,NA,2021-06-07,83
2021-08-30,NA,2021-06-07,84
2021-08-31,NA,2021-06-07,85
2021-09-01,NA,2021-06-07,86
2021-09-02,NA,2021-06-07,87
2021-09-03,NA,2021-06-07,88
2021-09-04,NA,2021-06-07,89
2021-09-05,NA,2021-06-07,90
2021-09-06,NA,2021-06-07,91
2021-09-07,NA,2021-06-07,92
2021-09-08,NA,2021-06-07,93
2021-09-09,NA,2021-06-07,94
2021-09-10,NA,2021-06-07,95
2021-09-11,NA,2021-06-07,96
2021-09-12,NA,2021-06-07,97
2021-09-13,NA,2021-06-07,98
2021-09-14,NA,2021-06-07,99
2021-09-15,NA,2021-06-07,100
2021-09-16,NA,2021-06-07,101
2021-09-17,NA,2021-06-07,102
2021-09-18,NA,2021-06-07,103
2021-09-19,NA,2021-06-07,104
2021-09-20,NA,2021-06-07,105
2021-09-21,NA,2021-06-07,106
2021-09-22,NA,2021-06-07,107
2021-09-23,NA,2021-06-07,108
2021-09-24,NA,2021-06-07,109
2021-09-25,NA,2021-06-07,110
2021-09-26,NA,2021-06-07,111
2021-09-27,NA,2021-06-07,112
2021-09-28,NA,2021-06-07,113
2021-09-29,NA,2021-06-07,114
2021-09-30,NA,2021-06-07,115
2021-10-01,NA,2021-06-07,116
2021-10-02,NA,2021-06-07,117
2021-10-03,NA,2021-06-07,118
2021-10-04,NA,2021-06-07,119
2021-10-05,NA,2021-06-07,120
2021-10-06,NA,2021-06-07,121
2021-10-07,NA,2021-06-07,122
2021-10-08,NA,2021-06-07,123
2021-10-09,NA,2021-06-07,124
2021-10-10,NA,2021-06-07,125
2021-10-11,NA,2021-06-07,126
2021-10-12,NA,2021-06-07,127
2021-10-13,NA,2021-06-07,128
2021-10-14,NA,2021-06-07,129
2021-10-15,NA,2021-06-07,130
2021-10-16,NA,2021-06-07,131
2021-10-17,NA,2021-06-07,132
2021-10-18,NA,2021-06-07,133
2021-10-19,NA,2021-06-07,134
2021-10-20,NA,2021-06-07,135
2021-10-21,NA,2021-06-07,136
2021-10-22,NA,2021-06-07,137
2021-10-23,NA,2021-06-07,138
2021-10-24,NA,2021-06-07,139
2021-10-25,NA,2021-06-07,140
2021-10-26,NA,2021-06-07,141
2021-10-27,NA,2021-06-07,142
2021-10-28,NA,2021-06-07,143
2021-10-29,NA,2021-06-07,144
2021-10-30,NA,2021-06-07,145
2021-10-31,NA,2021-06-07,146
2021-11-01,NA,2021-06-07,147
2021-11-02,NA,2021-06-07,148
2021-11-03,NA,2021-06-07,149
2021-11-04,NA,2021-06-07,150
2021-11-05,NA,2021-06-07,151
2021-11-06,NA,2021-06-07,152
2021-11-07,NA,2021-06-07,153
2021-11-08,NA,2021-06-07,154
2021-11-09,NA,2021-06-07,155
2021-11-10,NA,2021-06-07,156
2021-11-11,NA,2021-06-07,157
2021-11-12,NA,2021-06-07,158
2021-11-13,NA,2021-06-07,159
2021-11-14,NA,2021-06-07,160
2021-11-15,NA,2021-06-07,161
2021-11-16,NA,2021-06-07,162
2021-11-17,NA,2021-06-07,163
2021-11-18,NA,2021-06-07,164
2021-11-19,NA,2021-06-07,165
2021-11-20,NA,2021-06-07,166
2021-11-21,NA,2021-06-07,167
2021-11-22,NA,2021-06-07,168
2021-11-23,NA,2021-06-07,169
2021-11-24,NA,2021-06-07,170
2021-11-25,NA,2021-06-07,171
2021-11-26,NA,2021-06-07,172
2021-11-27,NA,2021-06-07,173
2021-11-28,NA,2021-06-07,174
2021-11-29,NA,2021-06-07,175
2021-11-30,NA,2021-06-07,176
2021-12-01,NA,2021-06-07,177
2021-12-02,NA,2021-06-07,178
2021-12-03,NA,2021-06-07,179
2021-12-04,NA,2021-06-07,180
2021-12-05,NA,2021-06-07,181
2021-12-06,NA,2021-06-07,182
2021-12-07,NA,2021-06-07,183
2021-12-08,NA,2021-06-07,184
2021-12-09,NA,2021-06-07,185
2021-12-10,NA,2021-06-07,186
2021-12-11,NA,2021-06-07,187
2021-12-12,NA,2021-06-07,188
2021-12-13,NA,2021-06-07,189
2021-12-14,NA,2021-06-07,190
2021-12-15,NA,2021-06-07,191
2021-12-16,NA,2021-06-07,192
2021-12-17,NA,2021-06-07,193
2021-12-18,NA,2021-06-07,194
2021-12-19,NA,2021-06-07,195
2021-12-20,NA,2021-06-07,196
2021-12-21,NA,2021-06-07,197
2021-12-22,NA,2021-06-07,198
2021-12-23,NA,2021-06-07,199
2021-12-24,NA,2021-06-07,200
2021-12-25,NA,2021-06-07,201
2021-12-26,NA,2021-06-07,202
2021-12-27,NA,2021-06-07,203
2021-12-28,NA,2021-06-07,204
2021-12-29,NA,2021-06-07,205
2021-12-30,NA,2021-06-07,206
2021-12-31,NA,2021-06-07,207
