date,lfalls,date_fc,length_fc
2021-04-28,6309,2021-05-28,-30
2021-04-29,6332,2021-05-28,-29
2021-04-30,6306,2021-05-28,-28
2021-05-01,5950,2021-05-28,-27
2021-05-02,5537,2021-05-28,-26
2021-05-03,5152,2021-05-28,-25
2021-05-04,5152,2021-05-28,-24
2021-05-05,5570,2021-05-28,-23
2021-05-06,5781,2021-05-28,-22
2021-05-07,5858,2021-05-28,-21
2021-05-08,6336,2021-05-28,-20
2021-05-09,6863,2021-05-28,-19
2021-05-10,7025,2021-05-28,-18
2021-05-11,7212,2021-05-28,-17
2021-05-12,6926,2021-05-28,-16
2021-05-13,6403,2021-05-28,-15
2021-05-14,6028,2021-05-28,-14
2021-05-15,5479,2021-05-28,-13
2021-05-16,4823,2021-05-28,-12
2021-05-17,4260,2021-05-28,-11
2021-05-18,3995,2021-05-28,-10
2021-05-19,3891,2021-05-28,-9
2021-05-20,3749,2021-05-28,-8
2021-05-21,3400,2021-05-28,-7
2021-05-22,3180,2021-05-28,-6
2021-05-23,2954,2021-05-28,-5
2021-05-24,2831,2021-05-28,-4
2021-05-25,3123,2021-05-28,-3
2021-05-26,2979,2021-05-28,-2
2021-05-27,3087,2021-05-28,-1
2021-05-28,3002,2021-05-28,0
2021-05-29,3509,2021-05-28,1
2021-05-30,3793,2021-05-28,2
2021-05-31,3851,2021-05-28,3
2021-06-01,3839,2021-05-28,4
2021-06-02,3824,2021-05-28,5
2021-06-03,4021,2021-05-28,6
2021-06-04,4430,2021-05-28,7
2021-06-05,4968,2021-05-28,8
2021-06-06,5080,2021-05-28,9
2021-06-07,4792,2021-05-28,10
2021-06-08,4439,2021-05-28,11
2021-06-09,4143,2021-05-28,12
2021-06-10,3899,2021-05-28,13
2021-06-11,3684,2021-05-28,14
2021-06-12,12635,2021-05-28,15
2021-06-13,NA,2021-05-28,16
2021-06-14,NA,2021-05-28,17
2021-06-15,NA,2021-05-28,18
2021-06-16,NA,2021-05-28,19
2021-06-17,NA,2021-05-28,20
2021-06-18,NA,2021-05-28,21
2021-06-19,NA,2021-05-28,22
2021-06-20,NA,2021-05-28,23
2021-06-21,NA,2021-05-28,24
2021-06-22,NA,2021-05-28,25
2021-06-23,NA,2021-05-28,26
2021-06-24,NA,2021-05-28,27
2021-06-25,NA,2021-05-28,28
2021-06-26,NA,2021-05-28,29
2021-06-27,NA,2021-05-28,30
2021-06-28,NA,2021-05-28,31
2021-06-29,NA,2021-05-28,32
2021-06-30,NA,2021-05-28,33
2021-07-01,NA,2021-05-28,34
2021-07-02,NA,2021-05-28,35
2021-07-03,NA,2021-05-28,36
2021-07-04,NA,2021-05-28,37
2021-07-05,NA,2021-05-28,38
2021-07-06,NA,2021-05-28,39
2021-07-07,NA,2021-05-28,40
2021-07-08,NA,2021-05-28,41
2021-07-09,NA,2021-05-28,42
2021-07-10,NA,2021-05-28,43
2021-07-11,NA,2021-05-28,44
2021-07-12,NA,2021-05-28,45
2021-07-13,NA,2021-05-28,46
2021-07-14,NA,2021-05-28,47
2021-07-15,NA,2021-05-28,48
2021-07-16,NA,2021-05-28,49
2021-07-17,NA,2021-05-28,50
2021-07-18,NA,2021-05-28,51
2021-07-19,NA,2021-05-28,52
2021-07-20,NA,2021-05-28,53
2021-07-21,NA,2021-05-28,54
2021-07-22,NA,2021-05-28,55
2021-07-23,NA,2021-05-28,56
2021-07-24,NA,2021-05-28,57
2021-07-25,NA,2021-05-28,58
2021-07-26,NA,2021-05-28,59
2021-07-27,NA,2021-05-28,60
2021-07-28,NA,2021-05-28,61
2021-07-29,NA,2021-05-28,62
2021-07-30,NA,2021-05-28,63
2021-07-31,NA,2021-05-28,64
2021-08-01,NA,2021-05-28,65
2021-08-02,NA,2021-05-28,66
2021-08-03,NA,2021-05-28,67
2021-08-04,NA,2021-05-28,68
2021-08-05,NA,2021-05-28,69
2021-08-06,NA,2021-05-28,70
2021-08-07,NA,2021-05-28,71
2021-08-08,NA,2021-05-28,72
2021-08-09,NA,2021-05-28,73
2021-08-10,NA,2021-05-28,74
2021-08-11,NA,2021-05-28,75
2021-08-12,NA,2021-05-28,76
2021-08-13,NA,2021-05-28,77
2021-08-14,NA,2021-05-28,78
2021-08-15,NA,2021-05-28,79
2021-08-16,NA,2021-05-28,80
2021-08-17,NA,2021-05-28,81
2021-08-18,NA,2021-05-28,82
2021-08-19,NA,2021-05-28,83
2021-08-20,NA,2021-05-28,84
2021-08-21,NA,2021-05-28,85
2021-08-22,NA,2021-05-28,86
2021-08-23,NA,2021-05-28,87
2021-08-24,NA,2021-05-28,88
2021-08-25,NA,2021-05-28,89
2021-08-26,NA,2021-05-28,90
2021-08-27,NA,2021-05-28,91
2021-08-28,NA,2021-05-28,92
2021-08-29,NA,2021-05-28,93
2021-08-30,NA,2021-05-28,94
2021-08-31,NA,2021-05-28,95
2021-09-01,NA,2021-05-28,96
2021-09-02,NA,2021-05-28,97
2021-09-03,NA,2021-05-28,98
2021-09-04,NA,2021-05-28,99
2021-09-05,NA,2021-05-28,100
2021-09-06,NA,2021-05-28,101
2021-09-07,NA,2021-05-28,102
2021-09-08,NA,2021-05-28,103
2021-09-09,NA,2021-05-28,104
2021-09-10,NA,2021-05-28,105
2021-09-11,NA,2021-05-28,106
2021-09-12,NA,2021-05-28,107
2021-09-13,NA,2021-05-28,108
2021-09-14,NA,2021-05-28,109
2021-09-15,NA,2021-05-28,110
2021-09-16,NA,2021-05-28,111
2021-09-17,NA,2021-05-28,112
2021-09-18,NA,2021-05-28,113
2021-09-19,NA,2021-05-28,114
