date,lfalls,date_fc,length_fc
2021-05-16,4564,2021-06-15,-30
2021-05-17,4260,2021-06-15,-29
2021-05-18,3995,2021-06-15,-28
2021-05-19,3891,2021-06-15,-27
2021-05-20,3749,2021-06-15,-26
2021-05-21,3400,2021-06-15,-25
2021-05-22,3180,2021-06-15,-24
2021-05-23,2954,2021-06-15,-23
2021-05-24,2831,2021-06-15,-22
2021-05-25,2831,2021-06-15,-21
2021-05-26,2831,2021-06-15,-20
2021-05-27,3037,2021-06-15,-19
2021-05-28,2831,2021-06-15,-18
2021-05-29,3478,2021-06-15,-17
2021-05-30,3419,2021-06-15,-16
2021-05-31,3372,2021-06-15,-15
2021-06-01,3280,2021-06-15,-14
2021-06-02,3249,2021-06-15,-13
2021-06-03,3443,2021-06-15,-12
2021-06-04,3748,2021-06-15,-11
2021-06-05,3713,2021-06-15,-10
2021-06-06,3520,2021-06-15,-9
2021-06-07,3368,2021-06-15,-8
2021-06-08,3018,2021-06-15,-7
2021-06-09,2785,2021-06-15,-6
2021-06-10,2624,2021-06-15,-5
2021-06-11,4207,2021-06-15,-4
2021-06-12,6302,2021-06-15,-3
2021-06-13,4940,2021-06-15,-2
2021-06-14,4503,2021-06-15,-1
2021-06-15,4656,2021-06-15,0
2021-06-16,4133,2021-06-15,1
2021-06-17,3921,2021-06-15,2
2021-06-18,3737,2021-06-15,3
2021-06-19,3565,2021-06-15,4
2021-06-20,3488,2021-06-15,5
2021-06-21,3513,2021-06-15,6
2021-06-22,3416,2021-06-15,7
2021-06-23,3228,2021-06-15,8
2021-06-24,3021,2021-06-15,9
2021-06-25,2807,2021-06-15,10
2021-06-26,2587,2021-06-15,11
2021-06-27,2396,2021-06-15,12
2021-06-28,2216,2021-06-15,13
2021-06-29,4177,2021-06-15,14
2021-06-30,59325,2021-06-15,15
2021-07-01,NA,2021-06-15,16
2021-07-02,NA,2021-06-15,17
2021-07-03,NA,2021-06-15,18
2021-07-04,NA,2021-06-15,19
2021-07-05,NA,2021-06-15,20
2021-07-06,NA,2021-06-15,21
2021-07-07,NA,2021-06-15,22
2021-07-08,NA,2021-06-15,23
2021-07-09,NA,2021-06-15,24
2021-07-10,NA,2021-06-15,25
2021-07-11,NA,2021-06-15,26
2021-07-12,NA,2021-06-15,27
2021-07-13,NA,2021-06-15,28
2021-07-14,NA,2021-06-15,29
2021-07-15,NA,2021-06-15,30
2021-07-16,NA,2021-06-15,31
2021-07-17,NA,2021-06-15,32
2021-07-18,NA,2021-06-15,33
2021-07-19,NA,2021-06-15,34
2021-07-20,NA,2021-06-15,35
2021-07-21,NA,2021-06-15,36
2021-07-22,NA,2021-06-15,37
2021-07-23,NA,2021-06-15,38
2021-07-24,NA,2021-06-15,39
2021-07-25,NA,2021-06-15,40
2021-07-26,NA,2021-06-15,41
2021-07-27,NA,2021-06-15,42
2021-07-28,NA,2021-06-15,43
2021-07-29,NA,2021-06-15,44
2021-07-30,NA,2021-06-15,45
2021-07-31,NA,2021-06-15,46
2021-08-01,NA,2021-06-15,47
2021-08-02,NA,2021-06-15,48
2021-08-03,NA,2021-06-15,49
2021-08-04,NA,2021-06-15,50
2021-08-05,NA,2021-06-15,51
2021-08-06,NA,2021-06-15,52
2021-08-07,NA,2021-06-15,53
2021-08-08,NA,2021-06-15,54
2021-08-09,NA,2021-06-15,55
2021-08-10,NA,2021-06-15,56
2021-08-11,NA,2021-06-15,57
2021-08-12,NA,2021-06-15,58
2021-08-13,NA,2021-06-15,59
2021-08-14,NA,2021-06-15,60
2021-08-15,NA,2021-06-15,61
2021-08-16,NA,2021-06-15,62
2021-08-17,NA,2021-06-15,63
2021-08-18,NA,2021-06-15,64
2021-08-19,NA,2021-06-15,65
2021-08-20,NA,2021-06-15,66
2021-08-21,NA,2021-06-15,67
2021-08-22,NA,2021-06-15,68
2021-08-23,NA,2021-06-15,69
2021-08-24,NA,2021-06-15,70
2021-08-25,NA,2021-06-15,71
2021-08-26,NA,2021-06-15,72
2021-08-27,NA,2021-06-15,73
2021-08-28,NA,2021-06-15,74
2021-08-29,NA,2021-06-15,75
2021-08-30,NA,2021-06-15,76
2021-08-31,NA,2021-06-15,77
2021-09-01,NA,2021-06-15,78
2021-09-02,NA,2021-06-15,79
2021-09-03,NA,2021-06-15,80
2021-09-04,NA,2021-06-15,81
2021-09-05,NA,2021-06-15,82
2021-09-06,NA,2021-06-15,83
2021-09-07,NA,2021-06-15,84
2021-09-08,NA,2021-06-15,85
2021-09-09,NA,2021-06-15,86
2021-09-10,NA,2021-06-15,87
2021-09-11,NA,2021-06-15,88
2021-09-12,NA,2021-06-15,89
2021-09-13,NA,2021-06-15,90
2021-09-14,NA,2021-06-15,91
2021-09-15,NA,2021-06-15,92
2021-09-16,NA,2021-06-15,93
2021-09-17,NA,2021-06-15,94
2021-09-18,NA,2021-06-15,95
2021-09-19,NA,2021-06-15,96
2021-09-20,NA,2021-06-15,97
2021-09-21,NA,2021-06-15,98
2021-09-22,NA,2021-06-15,99
2021-09-23,NA,2021-06-15,100
2021-09-24,NA,2021-06-15,101
2021-09-25,NA,2021-06-15,102
2021-09-26,NA,2021-06-15,103
2021-09-27,NA,2021-06-15,104
2021-09-28,NA,2021-06-15,105
2021-09-29,NA,2021-06-15,106
2021-09-30,NA,2021-06-15,107
2021-10-01,NA,2021-06-15,108
2021-10-02,NA,2021-06-15,109
2021-10-03,NA,2021-06-15,110
2021-10-04,NA,2021-06-15,111
2021-10-05,NA,2021-06-15,112
2021-10-06,NA,2021-06-15,113
2021-10-07,NA,2021-06-15,114
2021-10-08,NA,2021-06-15,115
2021-10-09,NA,2021-06-15,116
2021-10-10,NA,2021-06-15,117
2021-10-11,NA,2021-06-15,118
2021-10-12,NA,2021-06-15,119
2021-10-13,NA,2021-06-15,120
2021-10-14,NA,2021-06-15,121
2021-10-15,NA,2021-06-15,122
2021-10-16,NA,2021-06-15,123
2021-10-17,NA,2021-06-15,124
2021-10-18,NA,2021-06-15,125
2021-10-19,NA,2021-06-15,126
2021-10-20,NA,2021-06-15,127
2021-10-21,NA,2021-06-15,128
2021-10-22,NA,2021-06-15,129
2021-10-23,NA,2021-06-15,130
2021-10-24,NA,2021-06-15,131
2021-10-25,NA,2021-06-15,132
2021-10-26,NA,2021-06-15,133
2021-10-27,NA,2021-06-15,134
2021-10-28,NA,2021-06-15,135
2021-10-29,NA,2021-06-15,136
2021-10-30,NA,2021-06-15,137
2021-10-31,NA,2021-06-15,138
2021-11-01,NA,2021-06-15,139
2021-11-02,NA,2021-06-15,140
2021-11-03,NA,2021-06-15,141
2021-11-04,NA,2021-06-15,142
2021-11-05,NA,2021-06-15,143
2021-11-06,NA,2021-06-15,144
2021-11-07,NA,2021-06-15,145
2021-11-08,NA,2021-06-15,146
2021-11-09,NA,2021-06-15,147
2021-11-10,NA,2021-06-15,148
2021-11-11,NA,2021-06-15,149
2021-11-12,NA,2021-06-15,150
2021-11-13,NA,2021-06-15,151
2021-11-14,NA,2021-06-15,152
2021-11-15,NA,2021-06-15,153
2021-11-16,NA,2021-06-15,154
2021-11-17,NA,2021-06-15,155
2021-11-18,NA,2021-06-15,156
2021-11-19,NA,2021-06-15,157
2021-11-20,NA,2021-06-15,158
2021-11-21,NA,2021-06-15,159
2021-11-22,NA,2021-06-15,160
2021-11-23,NA,2021-06-15,161
2021-11-24,NA,2021-06-15,162
2021-11-25,NA,2021-06-15,163
2021-11-26,NA,2021-06-15,164
2021-11-27,NA,2021-06-15,165
2021-11-28,NA,2021-06-15,166
2021-11-29,NA,2021-06-15,167
2021-11-30,NA,2021-06-15,168
2021-12-01,NA,2021-06-15,169
2021-12-02,NA,2021-06-15,170
2021-12-03,NA,2021-06-15,171
2021-12-04,NA,2021-06-15,172
2021-12-05,NA,2021-06-15,173
2021-12-06,NA,2021-06-15,174
2021-12-07,NA,2021-06-15,175
2021-12-08,NA,2021-06-15,176
2021-12-09,NA,2021-06-15,177
2021-12-10,NA,2021-06-15,178
2021-12-11,NA,2021-06-15,179
2021-12-12,NA,2021-06-15,180
2021-12-13,NA,2021-06-15,181
2021-12-14,NA,2021-06-15,182
2021-12-15,NA,2021-06-15,183
2021-12-16,NA,2021-06-15,184
2021-12-17,NA,2021-06-15,185
2021-12-18,NA,2021-06-15,186
2021-12-19,NA,2021-06-15,187
2021-12-20,NA,2021-06-15,188
2021-12-21,NA,2021-06-15,189
2021-12-22,NA,2021-06-15,190
2021-12-23,NA,2021-06-15,191
