date,lfalls,date_fc,length_fc
2021-04-14,10469,2021-05-14,-30
2021-04-15,11934,2021-05-14,-29
2021-04-16,11224,2021-05-14,-28
2021-04-17,9782,2021-05-14,-27
2021-04-18,8602,2021-05-14,-26
2021-04-19,7888,2021-05-14,-25
2021-04-20,7397,2021-05-14,-24
2021-04-21,6962,2021-05-14,-23
2021-04-22,6543,2021-05-14,-22
2021-04-23,6199,2021-05-14,-21
2021-04-24,6199,2021-05-14,-20
2021-04-25,6273,2021-05-14,-19
2021-04-26,6338,2021-05-14,-18
2021-04-27,6199,2021-05-14,-17
2021-04-28,6309,2021-05-14,-16
2021-04-29,6332,2021-05-14,-15
2021-04-30,6306,2021-05-14,-14
2021-05-01,5950,2021-05-14,-13
2021-05-02,5537,2021-05-14,-12
2021-05-03,5152,2021-05-14,-11
2021-05-04,5152,2021-05-14,-10
2021-05-05,5570,2021-05-14,-9
2021-05-06,5781,2021-05-14,-8
2021-05-07,5858,2021-05-14,-7
2021-05-08,6336,2021-05-14,-6
2021-05-09,6863,2021-05-14,-5
2021-05-10,7025,2021-05-14,-4
2021-05-11,7222,2021-05-14,-3
2021-05-12,6987,2021-05-14,-2
2021-05-13,6539,2021-05-14,-1
2021-05-14,6209,2021-05-14,0
2021-05-15,5909,2021-05-14,1
2021-05-16,5553,2021-05-14,2
2021-05-17,5190,2021-05-14,3
2021-05-18,4843,2021-05-14,4
2021-05-19,4528,2021-05-14,5
2021-05-20,4245,2021-05-14,6
2021-05-21,3996,2021-05-14,7
2021-05-22,3796,2021-05-14,8
2021-05-23,3802,2021-05-14,9
2021-05-24,3668,2021-05-14,10
2021-05-25,3553,2021-05-14,11
2021-05-26,3452,2021-05-14,12
2021-05-27,3358,2021-05-14,13
2021-05-28,3266,2021-05-14,14
2021-05-29,11993,2021-05-14,15
2021-05-30,NA,2021-05-14,16
2021-05-31,NA,2021-05-14,17
2021-06-01,NA,2021-05-14,18
2021-06-02,NA,2021-05-14,19
2021-06-03,NA,2021-05-14,20
2021-06-04,NA,2021-05-14,21
2021-06-05,NA,2021-05-14,22
2021-06-06,NA,2021-05-14,23
2021-06-07,NA,2021-05-14,24
2021-06-08,NA,2021-05-14,25
