date,lfalls,date_fc,length_fc
2021-07-02,3232,2021-08-01,-30
2021-07-03,2920,2021-08-01,-29
2021-07-04,2747,2021-08-01,-28
2021-07-05,2593,2021-08-01,-27
2021-07-06,2515,2021-08-01,-26
2021-07-07,2431,2021-08-01,-25
2021-07-08,2431,2021-08-01,-24
2021-07-09,2549,2021-08-01,-23
2021-07-10,2431,2021-08-01,-22
2021-07-11,2353,2021-08-01,-21
2021-07-12,2250,2021-08-01,-20
2021-07-13,2211,2021-08-01,-19
2021-07-14,2253,2021-08-01,-18
2021-07-15,2211,2021-08-01,-17
2021-07-16,2211,2021-08-01,-16
2021-07-17,2211,2021-08-01,-15
2021-07-18,2219,2021-08-01,-14
2021-07-19,2260,2021-08-01,-13
2021-07-20,2226,2021-08-01,-12
2021-07-21,2211,2021-08-01,-11
2021-07-22,2153,2021-08-01,-10
2021-07-23,1972,2021-08-01,-9
2021-07-24,1933,2021-08-01,-8
2021-07-25,1778,2021-08-01,-7
2021-07-26,1629,2021-08-01,-6
2021-07-27,1571,2021-08-01,-5
2021-07-28,1571,2021-08-01,-4
2021-07-29,1571,2021-08-01,-3
2021-07-30,1571,2021-08-01,-2
2021-07-31,1480,2021-08-01,-1
2021-08-01,1480,2021-08-01,0
2021-08-02,1465,2021-08-01,1
2021-08-03,1386,2021-08-01,2
2021-08-04,1320,2021-08-01,3
2021-08-05,1269,2021-08-01,4
2021-08-06,1226,2021-08-01,5
2021-08-07,1201,2021-08-01,6
2021-08-08,1162,2021-08-01,7
2021-08-09,1118,2021-08-01,8
2021-08-10,1080,2021-08-01,9
2021-08-11,1051,2021-08-01,10
2021-08-12,1032,2021-08-01,11
2021-08-13,1018,2021-08-01,12
2021-08-14,1093,2021-08-01,13
2021-08-15,1480,2021-08-01,14
2021-08-16,17092,2021-08-01,15
2021-08-17,NA,2021-08-01,16
2021-08-18,NA,2021-08-01,17
2021-08-19,NA,2021-08-01,18
2021-08-20,NA,2021-08-01,19
2021-08-21,NA,2021-08-01,20
2021-08-22,NA,2021-08-01,21
2021-08-23,NA,2021-08-01,22
2021-08-24,NA,2021-08-01,23
2021-08-25,NA,2021-08-01,24
