date,lfalls,date_fc,length_fc
2021-05-11,7027,2021-06-10,-30
2021-05-12,6535,2021-06-10,-29
2021-05-13,6087,2021-06-10,-28
2021-05-14,5758,2021-06-10,-27
2021-05-15,5209,2021-06-10,-26
2021-05-16,4564,2021-06-10,-25
2021-05-17,4260,2021-06-10,-24
2021-05-18,3995,2021-06-10,-23
2021-05-19,3891,2021-06-10,-22
2021-05-20,3749,2021-06-10,-21
2021-05-21,3400,2021-06-10,-20
2021-05-22,3180,2021-06-10,-19
2021-05-23,2954,2021-06-10,-18
2021-05-24,2831,2021-06-10,-17
2021-05-25,2831,2021-06-10,-16
2021-05-26,2831,2021-06-10,-15
2021-05-27,3037,2021-06-10,-14
2021-05-28,2831,2021-06-10,-13
2021-05-29,3478,2021-06-10,-12
2021-05-30,3419,2021-06-10,-11
2021-05-31,3372,2021-06-10,-10
2021-06-01,3280,2021-06-10,-9
2021-06-02,3249,2021-06-10,-8
2021-06-03,3443,2021-06-10,-7
2021-06-04,3748,2021-06-10,-6
2021-06-05,3713,2021-06-10,-5
2021-06-06,3513,2021-06-10,-4
2021-06-07,3322,2021-06-10,-3
2021-06-08,2940,2021-06-10,-2
2021-06-09,2719,2021-06-10,-1
2021-06-10,2376,2021-06-10,0
2021-06-11,2860,2021-06-10,1
2021-06-12,3145,2021-06-10,2
2021-06-13,3194,2021-06-10,3
2021-06-14,3367,2021-06-10,4
2021-06-15,3581,2021-06-10,5
2021-06-16,4223,2021-06-10,6
2021-06-17,4962,2021-06-10,7
2021-06-18,5163,2021-06-10,8
2021-06-19,4923,2021-06-10,9
2021-06-20,4520,2021-06-10,10
2021-06-21,4103,2021-06-10,11
2021-06-22,3679,2021-06-10,12
2021-06-23,3303,2021-06-10,13
2021-06-24,3305,2021-06-10,14
2021-06-25,9704,2021-06-10,15
2021-06-26,NA,2021-06-10,16
2021-06-27,NA,2021-06-10,17
2021-06-28,NA,2021-06-10,18
2021-06-29,NA,2021-06-10,19
2021-06-30,NA,2021-06-10,20
2021-07-01,NA,2021-06-10,21
2021-07-02,NA,2021-06-10,22
2021-07-03,NA,2021-06-10,23
2021-07-04,NA,2021-06-10,24
2021-07-05,NA,2021-06-10,25
2021-07-06,NA,2021-06-10,26
2021-07-07,NA,2021-06-10,27
2021-07-08,NA,2021-06-10,28
2021-07-09,NA,2021-06-10,29
2021-07-10,NA,2021-06-10,30
2021-07-11,NA,2021-06-10,31
2021-07-12,NA,2021-06-10,32
2021-07-13,NA,2021-06-10,33
2021-07-14,NA,2021-06-10,34
2021-07-15,NA,2021-06-10,35
2021-07-16,NA,2021-06-10,36
2021-07-17,NA,2021-06-10,37
2021-07-18,NA,2021-06-10,38
2021-07-19,NA,2021-06-10,39
2021-07-20,NA,2021-06-10,40
2021-07-21,NA,2021-06-10,41
2021-07-22,NA,2021-06-10,42
2021-07-23,NA,2021-06-10,43
2021-07-24,NA,2021-06-10,44
2021-07-25,NA,2021-06-10,45
2021-07-26,NA,2021-06-10,46
2021-07-27,NA,2021-06-10,47
2021-07-28,NA,2021-06-10,48
