date,lfalls,date_fc,length_fc
2021-05-22,3180,2021-06-21,-30
2021-05-23,2954,2021-06-21,-29
2021-05-24,2831,2021-06-21,-28
2021-05-25,2831,2021-06-21,-27
2021-05-26,2831,2021-06-21,-26
2021-05-27,3037,2021-06-21,-25
2021-05-28,2831,2021-06-21,-24
2021-05-29,3478,2021-06-21,-23
2021-05-30,3419,2021-06-21,-22
2021-05-31,3372,2021-06-21,-21
2021-06-01,3280,2021-06-21,-20
2021-06-02,3249,2021-06-21,-19
2021-06-03,3443,2021-06-21,-18
2021-06-04,3748,2021-06-21,-17
2021-06-05,3713,2021-06-21,-16
2021-06-06,3520,2021-06-21,-15
2021-06-07,3368,2021-06-21,-14
2021-06-08,3018,2021-06-21,-13
2021-06-09,2785,2021-06-21,-12
2021-06-10,2633,2021-06-21,-11
2021-06-11,3817,2021-06-21,-10
2021-06-12,4098,2021-06-21,-9
2021-06-13,4283,2021-06-21,-8
2021-06-14,4417,2021-06-21,-7
2021-06-15,4988,2021-06-21,-6
2021-06-16,4508,2021-06-21,-5
2021-06-17,4341,2021-06-21,-4
2021-06-18,4308,2021-06-21,-3
2021-06-19,4347,2021-06-21,-2
2021-06-20,4314,2021-06-21,-1
2021-06-21,4112,2021-06-21,0
2021-06-22,4141,2021-06-21,1
2021-06-23,4244,2021-06-21,2
2021-06-24,3836,2021-06-21,3
2021-06-25,3574,2021-06-21,4
2021-06-26,3343,2021-06-21,5
2021-06-27,3246,2021-06-21,6
2021-06-28,3268,2021-06-21,7
2021-06-29,3364,2021-06-21,8
2021-06-30,3800,2021-06-21,9
2021-07-01,3832,2021-06-21,10
2021-07-02,3781,2021-06-21,11
2021-07-03,3908,2021-06-21,12
2021-07-04,4791,2021-06-21,13
2021-07-05,7692,2021-06-21,14
2021-07-06,71925,2021-06-21,15
2021-07-07,NA,2021-06-21,16
2021-07-08,NA,2021-06-21,17
2021-07-09,NA,2021-06-21,18
2021-07-10,NA,2021-06-21,19
2021-07-11,NA,2021-06-21,20
2021-07-12,NA,2021-06-21,21
2021-07-13,NA,2021-06-21,22
2021-07-14,NA,2021-06-21,23
2021-07-15,NA,2021-06-21,24
