date,lfalls,date_fc,length_fc
2021-04-11,6199,2021-05-11,-30
2021-04-12,6615,2021-05-11,-29
2021-04-13,8227,2021-05-11,-28
2021-04-14,10469,2021-05-11,-27
2021-04-15,11934,2021-05-11,-26
2021-04-16,11224,2021-05-11,-25
2021-04-17,9782,2021-05-11,-24
2021-04-18,8602,2021-05-11,-23
2021-04-19,7888,2021-05-11,-22
2021-04-20,7397,2021-05-11,-21
2021-04-21,6962,2021-05-11,-20
2021-04-22,6543,2021-05-11,-19
2021-04-23,6199,2021-05-11,-18
2021-04-24,6199,2021-05-11,-17
2021-04-25,6273,2021-05-11,-16
2021-04-26,6338,2021-05-11,-15
2021-04-27,6199,2021-05-11,-14
2021-04-28,6309,2021-05-11,-13
2021-04-29,6332,2021-05-11,-12
2021-04-30,6306,2021-05-11,-11
2021-05-01,5950,2021-05-11,-10
2021-05-02,5537,2021-05-11,-9
2021-05-03,5152,2021-05-11,-8
2021-05-04,5152,2021-05-11,-7
2021-05-05,5570,2021-05-11,-6
2021-05-06,5781,2021-05-11,-5
2021-05-07,5858,2021-05-11,-4
2021-05-08,6433,2021-05-11,-3
2021-05-09,7171,2021-05-11,-2
2021-05-10,7103,2021-05-11,-1
2021-05-11,6707,2021-05-11,0
2021-05-12,6334,2021-05-11,1
2021-05-13,6123,2021-05-11,2
2021-05-14,6001,2021-05-11,3
2021-05-15,5805,2021-05-11,4
2021-05-16,5491,2021-05-11,5
2021-05-17,5172,2021-05-11,6
2021-05-18,5068,2021-05-11,7
2021-05-19,5001,2021-05-11,8
2021-05-20,5590,2021-05-11,9
2021-05-21,7246,2021-05-11,10
2021-05-22,8161,2021-05-11,11
2021-05-23,7655,2021-05-11,12
2021-05-24,6881,2021-05-11,13
2021-05-25,6240,2021-05-11,14
2021-05-26,7161,2021-05-11,15
2021-05-27,NA,2021-05-11,16
2021-05-28,NA,2021-05-11,17
2021-05-29,NA,2021-05-11,18
2021-05-30,NA,2021-05-11,19
2021-05-31,NA,2021-05-11,20
2021-06-01,NA,2021-05-11,21
2021-06-02,NA,2021-05-11,22
2021-06-03,NA,2021-05-11,23
2021-06-04,NA,2021-05-11,24
2021-06-05,NA,2021-05-11,25
2021-06-06,NA,2021-05-11,26
2021-06-07,NA,2021-05-11,27
2021-06-08,NA,2021-05-11,28
2021-06-09,NA,2021-05-11,29
2021-06-10,NA,2021-05-11,30
2021-06-11,NA,2021-05-11,31
2021-06-12,NA,2021-05-11,32
2021-06-13,NA,2021-05-11,33
2021-06-14,NA,2021-05-11,34
2021-06-15,NA,2021-05-11,35
2021-06-16,NA,2021-05-11,36
2021-06-17,NA,2021-05-11,37
2021-06-18,NA,2021-05-11,38
2021-06-19,NA,2021-05-11,39
2021-06-20,NA,2021-05-11,40
2021-06-21,NA,2021-05-11,41
2021-06-22,NA,2021-05-11,42
2021-06-23,NA,2021-05-11,43
2021-06-24,NA,2021-05-11,44
2021-06-25,NA,2021-05-11,45
2021-06-26,NA,2021-05-11,46
2021-06-27,NA,2021-05-11,47
2021-06-28,NA,2021-05-11,48
2021-06-29,NA,2021-05-11,49
2021-06-30,NA,2021-05-11,50
2021-07-01,NA,2021-05-11,51
2021-07-02,NA,2021-05-11,52
2021-07-03,NA,2021-05-11,53
2021-07-04,NA,2021-05-11,54
2021-07-05,NA,2021-05-11,55
2021-07-06,NA,2021-05-11,56
2021-07-07,NA,2021-05-11,57
2021-07-08,NA,2021-05-11,58
2021-07-09,NA,2021-05-11,59
2021-07-10,NA,2021-05-11,60
2021-07-11,NA,2021-05-11,61
2021-07-12,NA,2021-05-11,62
2021-07-13,NA,2021-05-11,63
2021-07-14,NA,2021-05-11,64
2021-07-15,NA,2021-05-11,65
2021-07-16,NA,2021-05-11,66
2021-07-17,NA,2021-05-11,67
2021-07-18,NA,2021-05-11,68
2021-07-19,NA,2021-05-11,69
2021-07-20,NA,2021-05-11,70
2021-07-21,NA,2021-05-11,71
2021-07-22,NA,2021-05-11,72
2021-07-23,NA,2021-05-11,73
2021-07-24,NA,2021-05-11,74
2021-07-25,NA,2021-05-11,75
2021-07-26,NA,2021-05-11,76
2021-07-27,NA,2021-05-11,77
2021-07-28,NA,2021-05-11,78
2021-07-29,NA,2021-05-11,79
2021-07-30,NA,2021-05-11,80
2021-07-31,NA,2021-05-11,81
2021-08-01,NA,2021-05-11,82
2021-08-02,NA,2021-05-11,83
2021-08-03,NA,2021-05-11,84
2021-08-04,NA,2021-05-11,85
2021-08-05,NA,2021-05-11,86
2021-08-06,NA,2021-05-11,87
2021-08-07,NA,2021-05-11,88
2021-08-08,NA,2021-05-11,89
2021-08-09,NA,2021-05-11,90
2021-08-10,NA,2021-05-11,91
2021-08-11,NA,2021-05-11,92
2021-08-12,NA,2021-05-11,93
2021-08-13,NA,2021-05-11,94
2021-08-14,NA,2021-05-11,95
2021-08-15,NA,2021-05-11,96
2021-08-16,NA,2021-05-11,97
2021-08-17,NA,2021-05-11,98
2021-08-18,NA,2021-05-11,99
2021-08-19,NA,2021-05-11,100
2021-08-20,NA,2021-05-11,101
2021-08-21,NA,2021-05-11,102
2021-08-22,NA,2021-05-11,103
2021-08-23,NA,2021-05-11,104
2021-08-24,NA,2021-05-11,105
2021-08-25,NA,2021-05-11,106
2021-08-26,NA,2021-05-11,107
2021-08-27,NA,2021-05-11,108
2021-08-28,NA,2021-05-11,109
2021-08-29,NA,2021-05-11,110
2021-08-30,NA,2021-05-11,111
2021-08-31,NA,2021-05-11,112
2021-09-01,NA,2021-05-11,113
2021-09-02,NA,2021-05-11,114
2021-09-03,NA,2021-05-11,115
2021-09-04,NA,2021-05-11,116
2021-09-05,NA,2021-05-11,117
2021-09-06,NA,2021-05-11,118
2021-09-07,NA,2021-05-11,119
2021-09-08,NA,2021-05-11,120
2021-09-09,NA,2021-05-11,121
2021-09-10,NA,2021-05-11,122
2021-09-11,NA,2021-05-11,123
2021-09-12,NA,2021-05-11,124
2021-09-13,NA,2021-05-11,125
2021-09-14,NA,2021-05-11,126
2021-09-15,NA,2021-05-11,127
2021-09-16,NA,2021-05-11,128
2021-09-17,NA,2021-05-11,129
2021-09-18,NA,2021-05-11,130
2021-09-19,NA,2021-05-11,131
2021-09-20,NA,2021-05-11,132
2021-09-21,NA,2021-05-11,133
2021-09-22,NA,2021-05-11,134
2021-09-23,NA,2021-05-11,135
2021-09-24,NA,2021-05-11,136
2021-09-25,NA,2021-05-11,137
2021-09-26,NA,2021-05-11,138
2021-09-27,NA,2021-05-11,139
2021-09-28,NA,2021-05-11,140
2021-09-29,NA,2021-05-11,141
