date,lfalls,date_fc,length_fc
2021-06-24,4503,2021-07-24,-30
2021-06-25,4259,2021-07-24,-29
2021-06-26,4057,2021-07-24,-28
2021-06-27,3667,2021-07-24,-27
2021-06-28,3490,2021-07-24,-26
2021-06-29,3112,2021-07-24,-25
2021-06-30,2807,2021-07-24,-24
2021-07-01,2902,2021-07-24,-23
2021-07-02,3232,2021-07-24,-22
2021-07-03,2920,2021-07-24,-21
2021-07-04,2747,2021-07-24,-20
2021-07-05,2593,2021-07-24,-19
2021-07-06,2515,2021-07-24,-18
2021-07-07,2431,2021-07-24,-17
2021-07-08,2431,2021-07-24,-16
2021-07-09,2549,2021-07-24,-15
2021-07-10,2431,2021-07-24,-14
2021-07-11,2353,2021-07-24,-13
2021-07-12,2250,2021-07-24,-12
2021-07-13,2211,2021-07-24,-11
2021-07-14,2253,2021-07-24,-10
2021-07-15,2211,2021-07-24,-9
2021-07-16,2211,2021-07-24,-8
2021-07-17,2211,2021-07-24,-7
2021-07-18,2220,2021-07-24,-6
2021-07-19,2260,2021-07-24,-5
2021-07-20,2224,2021-07-24,-4
2021-07-21,2211,2021-07-24,-3
2021-07-22,2153,2021-07-24,-2
2021-07-23,1972,2021-07-24,-1
2021-07-24,1836,2021-07-24,0
2021-07-25,1784,2021-07-24,1
2021-07-26,1719,2021-07-24,2
2021-07-27,1646,2021-07-24,3
2021-07-28,1571,2021-07-24,4
2021-07-29,1613,2021-07-24,5
2021-07-30,1558,2021-07-24,6
2021-07-31,1497,2021-07-24,7
2021-08-01,1444,2021-07-24,8
2021-08-02,1394,2021-07-24,9
2021-08-03,1366,2021-07-24,10
2021-08-04,1337,2021-07-24,11
2021-08-05,1296,2021-07-24,12
2021-08-06,1265,2021-07-24,13
2021-08-07,1270,2021-07-24,14
2021-08-08,NA,2021-07-24,15
2021-08-09,NA,2021-07-24,16
2021-08-10,NA,2021-07-24,17
2021-08-11,NA,2021-07-24,18
2021-08-12,NA,2021-07-24,19
2021-08-13,NA,2021-07-24,20
2021-08-14,NA,2021-07-24,21
2021-08-15,NA,2021-07-24,22
2021-08-16,NA,2021-07-24,23
2021-08-17,NA,2021-07-24,24
2021-08-18,NA,2021-07-24,25
2021-08-19,NA,2021-07-24,26
2021-08-20,NA,2021-07-24,27
2021-08-21,NA,2021-07-24,28
2021-08-22,NA,2021-07-24,29
2021-08-23,NA,2021-07-24,30
2021-08-24,NA,2021-07-24,31
2021-08-25,NA,2021-07-24,32
2021-08-26,NA,2021-07-24,33
2021-08-27,NA,2021-07-24,34
2021-08-28,NA,2021-07-24,35
2021-08-29,NA,2021-07-24,36
2021-08-30,NA,2021-07-24,37
2021-08-31,NA,2021-07-24,38
2021-09-01,NA,2021-07-24,39
2021-09-02,NA,2021-07-24,40
2021-09-03,NA,2021-07-24,41
2021-09-04,NA,2021-07-24,42
2021-09-05,NA,2021-07-24,43
2021-09-06,NA,2021-07-24,44
2021-09-07,NA,2021-07-24,45
2021-09-08,NA,2021-07-24,46
2021-09-09,NA,2021-07-24,47
2021-09-10,NA,2021-07-24,48
2021-09-11,NA,2021-07-24,49
2021-09-12,NA,2021-07-24,50
2021-09-13,NA,2021-07-24,51
2021-09-14,NA,2021-07-24,52
2021-09-15,NA,2021-07-24,53
2021-09-16,NA,2021-07-24,54
2021-09-17,NA,2021-07-24,55
2021-09-18,NA,2021-07-24,56
2021-09-19,NA,2021-07-24,57
2021-09-20,NA,2021-07-24,58
2021-09-21,NA,2021-07-24,59
2021-09-22,NA,2021-07-24,60
2021-09-23,NA,2021-07-24,61
2021-09-24,NA,2021-07-24,62
2021-09-25,NA,2021-07-24,63
2021-09-26,NA,2021-07-24,64
2021-09-27,NA,2021-07-24,65
2021-09-28,NA,2021-07-24,66
2021-09-29,NA,2021-07-24,67
2021-09-30,NA,2021-07-24,68
2021-10-01,NA,2021-07-24,69
2021-10-02,NA,2021-07-24,70
2021-10-03,NA,2021-07-24,71
2021-10-04,NA,2021-07-24,72
2021-10-05,NA,2021-07-24,73
2021-10-06,NA,2021-07-24,74
2021-10-07,NA,2021-07-24,75
2021-10-08,NA,2021-07-24,76
2021-10-09,NA,2021-07-24,77
2021-10-10,NA,2021-07-24,78
2021-10-11,NA,2021-07-24,79
2021-10-12,NA,2021-07-24,80
2021-10-13,NA,2021-07-24,81
2021-10-14,NA,2021-07-24,82
2021-10-15,NA,2021-07-24,83
2021-10-16,NA,2021-07-24,84
2021-10-17,NA,2021-07-24,85
2021-10-18,NA,2021-07-24,86
2021-10-19,NA,2021-07-24,87
2021-10-20,NA,2021-07-24,88
2021-10-21,NA,2021-07-24,89
2021-10-22,NA,2021-07-24,90
2021-10-23,NA,2021-07-24,91
2021-10-24,NA,2021-07-24,92
2021-10-25,NA,2021-07-24,93
2021-10-26,NA,2021-07-24,94
2021-10-27,NA,2021-07-24,95
2021-10-28,NA,2021-07-24,96
2021-10-29,NA,2021-07-24,97
2021-10-30,NA,2021-07-24,98
2021-10-31,NA,2021-07-24,99
2021-11-01,NA,2021-07-24,100
2021-11-02,NA,2021-07-24,101
2021-11-03,NA,2021-07-24,102
2021-11-04,NA,2021-07-24,103
2021-11-05,NA,2021-07-24,104
2021-11-06,NA,2021-07-24,105
2021-11-07,NA,2021-07-24,106
2021-11-08,NA,2021-07-24,107
2021-11-09,NA,2021-07-24,108
2021-11-10,NA,2021-07-24,109
2021-11-11,NA,2021-07-24,110
2021-11-12,NA,2021-07-24,111
2021-11-13,NA,2021-07-24,112
2021-11-14,NA,2021-07-24,113
2021-11-15,NA,2021-07-24,114
2021-11-16,NA,2021-07-24,115
2021-11-17,NA,2021-07-24,116
2021-11-18,NA,2021-07-24,117
2021-11-19,NA,2021-07-24,118
2021-11-20,NA,2021-07-24,119
2021-11-21,NA,2021-07-24,120
2021-11-22,NA,2021-07-24,121
2021-11-23,NA,2021-07-24,122
2021-11-24,NA,2021-07-24,123
2021-11-25,NA,2021-07-24,124
2021-11-26,NA,2021-07-24,125
2021-11-27,NA,2021-07-24,126
2021-11-28,NA,2021-07-24,127
2021-11-29,NA,2021-07-24,128
2021-11-30,NA,2021-07-24,129
2021-12-01,NA,2021-07-24,130
2021-12-02,NA,2021-07-24,131
2021-12-03,NA,2021-07-24,132
2021-12-04,NA,2021-07-24,133
2021-12-05,NA,2021-07-24,134
2021-12-06,NA,2021-07-24,135
2021-12-07,NA,2021-07-24,136
2021-12-08,NA,2021-07-24,137
2021-12-09,NA,2021-07-24,138
2021-12-10,NA,2021-07-24,139
2021-12-11,NA,2021-07-24,140
2021-12-12,NA,2021-07-24,141
2021-12-13,NA,2021-07-24,142
2021-12-14,NA,2021-07-24,143
2021-12-15,NA,2021-07-24,144
2021-12-16,NA,2021-07-24,145
2021-12-17,NA,2021-07-24,146
2021-12-18,NA,2021-07-24,147
2021-12-19,NA,2021-07-24,148
2021-12-20,NA,2021-07-24,149
2021-12-21,NA,2021-07-24,150
2021-12-22,NA,2021-07-24,151
2021-12-23,NA,2021-07-24,152
2021-12-24,NA,2021-07-24,153
