NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
NA,-99999.9,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-17T00:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T01:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T02:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T03:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T04:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T05:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T06:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T07:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T08:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T09:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T10:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T11:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T12:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T13:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T14:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T15:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T16:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T17:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T18:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T19:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T20:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
2021-07-17T21:00:00Z,113.86,131.07,113.23,0,11.06,17.65,77.17,59.55,4.27
