date_time,storage,inflow,withdr,outflow,withdr_req,rel_req,available
2019-04-22,3787,21,0,21,0,0,3808
2019-04-23,3787,19,0,19,0,0,3806
2019-04-24,3787,17,0,17,0,0,3804
2019-04-25,3787,16,0,16,0,0,3803
2019-04-26,3787,16,0,16,0,0,3803
2019-04-27,3787,17,0,17,0,0,3804
2019-04-28,3787,15,0,15,0,0,3802
2019-04-29,3787,14,0,14,0,0,3801
2019-04-30,3787,13,0,13,0,0,3800
2019-05-01,3787,14,0,14,0,0,3801
2019-05-02,3787,20,0,20,0,0,3807
2019-05-03,3787,27.1,0,27.1,0,0,3814.1
2019-05-04,3787,23,0,23,0,0,3810
2019-05-05,3787,21.2,0,21.2,0,0,3808.2
2019-05-06,3787,25,0,25,0,0,3812
2019-05-07,3787,17,0,17,0,0,3804
2019-05-08,3787,33.1,0,33.1,0,0,3820.1
2019-05-09,3787,24,0,24,0,0,3811
2019-05-10,3787,18.3,0,18.3,0,0,3805.3
2019-05-11,3787,16,0,16,0,0,3803
2019-05-12,3787,24.2,0,24.2,0,0,3811.2
2019-05-13,3787,20,0,20,0,0,3807
2019-05-14,3787,17,0,17,0,0,3804
2019-05-15,3787,16,0,16,0,0,3803
2019-05-16,3787,15,0,15,0,0,3802
2019-05-17,3787,14,0,14,0,0,3801
2019-05-18,3787,12,0,12,0,0,3799
2019-05-19,3787,12,0,12,0,0,3799
2019-05-20,3787,11,0,11,0,0,3798
2019-05-21,3787,11,0,11,0,0,3798
2019-05-22,3787,10,0,10,0,0,3797
2019-05-23,3787,10,0,10,0,0,3797
2019-05-24,3787,9,0,9,0,0,3796
2019-05-25,3787,9,0,9,0,0,3796
2019-05-26,3787,8,0,8,0,0,3795
2019-05-27,3787,8,0,8,0,0,3795
2019-05-28,3787,8,0,8,0,0,3795
2019-05-29,3787,7,0,7,0,0,3794
2019-05-30,3787,7,0,7,0,0,3794
2019-05-31,3787,7,0,7,0,0,3794
2019-06-01,3787,6,0,6,0,0,3793
2019-06-02,3787,6,0,6,0,0,3793
