date,lfalls,date_fc,length_fc
2021-06-27,3012,2021-07-27,-30
2021-06-28,2835,2021-07-27,-29
2021-06-29,2664,2021-07-27,-28
2021-06-30,2507,2021-07-27,-27
2021-07-01,2602,2021-07-27,-26
2021-07-02,2932,2021-07-27,-25
2021-07-03,2620,2021-07-27,-24
2021-07-04,2447,2021-07-27,-23
2021-07-05,2293,2021-07-27,-22
2021-07-06,2153,2021-07-27,-21
2021-07-07,2023,2021-07-27,-20
2021-07-08,1954,2021-07-27,-19
2021-07-09,2072,2021-07-27,-18
2021-07-10,1920,2021-07-27,-17
2021-07-11,1779,2021-07-27,-16
2021-07-12,1692,2021-07-27,-15
2021-07-13,1664,2021-07-27,-14
2021-07-14,1706,2021-07-27,-13
2021-07-15,1619,2021-07-27,-12
2021-07-16,1493,2021-07-27,-11
2021-07-17,1412,2021-07-27,-10
2021-07-18,1420,2021-07-27,-9
2021-07-19,1461,2021-07-27,-8
2021-07-20,1427,2021-07-27,-7
2021-07-21,1367,2021-07-27,-6
2021-07-22,1323,2021-07-27,-5
2021-07-23,1248,2021-07-27,-4
2021-07-24,1171,2021-07-27,-3
2021-07-25,1128,2021-07-27,-2
2021-07-26,1082,2021-07-27,-1
2021-07-27,1063,2021-07-27,0
2021-07-28,991,2021-07-27,1
2021-07-29,910,2021-07-27,2
2021-07-30,842,2021-07-27,3
2021-07-31,777,2021-07-27,4
2021-08-01,720,2021-07-27,5
2021-08-02,670,2021-07-27,6
2021-08-03,625,2021-07-27,7
2021-08-04,586,2021-07-27,8
2021-08-05,551,2021-07-27,9
2021-08-06,518,2021-07-27,10
2021-08-07,482,2021-07-27,11
2021-08-08,446,2021-07-27,12
2021-08-09,410,2021-07-27,13
2021-08-10,1994,2021-07-27,14
2021-08-11,58509,2021-07-27,15
