date,lfalls,date_fc,length_fc
2021-04-06,6180,2021-05-06,-30
2021-04-07,5745,2021-05-06,-29
2021-04-08,5284,2021-05-06,-28
2021-04-09,5052,2021-05-06,-27
2021-04-10,5009,2021-05-06,-26
2021-04-11,4773,2021-05-06,-25
2021-04-12,5189,2021-05-06,-24
2021-04-13,6801,2021-05-06,-23
2021-04-14,9043,2021-05-06,-22
2021-04-15,10508,2021-05-06,-21
2021-04-16,9798,2021-05-06,-20
2021-04-17,8356,2021-05-06,-19
2021-04-18,7176,2021-05-06,-18
2021-04-19,6462,2021-05-06,-17
2021-04-20,5971,2021-05-06,-16
2021-04-21,5536,2021-05-06,-15
2021-04-22,5117,2021-05-06,-14
2021-04-23,4751,2021-05-06,-13
2021-04-24,4380,2021-05-06,-12
2021-04-25,4454,2021-05-06,-11
2021-04-26,4519,2021-05-06,-10
2021-04-27,4295,2021-05-06,-9
2021-04-28,4161,2021-05-06,-8
2021-04-29,4184,2021-05-06,-7
2021-04-30,4365,2021-05-06,-6
2021-05-01,4461,2021-05-06,-5
2021-05-02,4306,2021-05-06,-4
2021-05-03,3993,2021-05-06,-3
2021-05-04,4031,2021-05-06,-2
2021-05-05,4398,2021-05-06,-1
2021-05-06,4825,2021-05-06,0
2021-05-07,5061,2021-05-06,1
2021-05-08,5230,2021-05-06,2
2021-05-09,5490,2021-05-06,3
2021-05-10,5712,2021-05-06,4
2021-05-11,5732,2021-05-06,5
2021-05-12,5443,2021-05-06,6
2021-05-13,5142,2021-05-06,7
2021-05-14,5991,2021-05-06,8
2021-05-15,7183,2021-05-06,9
2021-05-16,8402,2021-05-06,10
2021-05-17,10070,2021-05-06,11
2021-05-18,10028,2021-05-06,12
2021-05-19,8679,2021-05-06,13
2021-05-20,7281,2021-05-06,14
2021-05-21,16131,2021-05-06,15
