date,lfalls,date_fc,length_fc
2021-04-05,6484,2021-05-05,-30
2021-04-06,6180,2021-05-05,-29
2021-04-07,5745,2021-05-05,-28
2021-04-08,5284,2021-05-05,-27
2021-04-09,5052,2021-05-05,-26
2021-04-10,5009,2021-05-05,-25
2021-04-11,4773,2021-05-05,-24
2021-04-12,5189,2021-05-05,-23
2021-04-13,6801,2021-05-05,-22
2021-04-14,9043,2021-05-05,-21
2021-04-15,10508,2021-05-05,-20
2021-04-16,9798,2021-05-05,-19
2021-04-17,8356,2021-05-05,-18
2021-04-18,7176,2021-05-05,-17
2021-04-19,6462,2021-05-05,-16
2021-04-20,5971,2021-05-05,-15
2021-04-21,5536,2021-05-05,-14
2021-04-22,5117,2021-05-05,-13
2021-04-23,4751,2021-05-05,-12
2021-04-24,4380,2021-05-05,-11
2021-04-25,4454,2021-05-05,-10
2021-04-26,4519,2021-05-05,-9
2021-04-27,4295,2021-05-05,-8
2021-04-28,4161,2021-05-05,-7
2021-04-29,4184,2021-05-05,-6
2021-04-30,4365,2021-05-05,-5
2021-05-01,4459,2021-05-05,-4
2021-05-02,4302,2021-05-05,-3
2021-05-03,3988,2021-05-05,-2
2021-05-04,4023,2021-05-05,-1
2021-05-05,4341,2021-05-05,0
2021-05-06,4375,2021-05-05,1
2021-05-07,4277,2021-05-05,2
2021-05-08,4342,2021-05-05,3
2021-05-09,4511,2021-05-05,4
2021-05-10,5024,2021-05-05,5
2021-05-11,5686,2021-05-05,6
2021-05-12,6090,2021-05-05,7
2021-05-13,7655,2021-05-05,8
2021-05-14,9037,2021-05-05,9
2021-05-15,8585,2021-05-05,10
2021-05-16,7703,2021-05-05,11
2021-05-17,6918,2021-05-05,12
2021-05-18,6271,2021-05-05,13
2021-05-19,5785,2021-05-05,14
2021-05-20,15348,2021-05-05,15
