date,lfalls,date_fc,length_fc
2021-04-27,4295,2021-05-27,-30
2021-04-28,4161,2021-05-27,-29
2021-04-29,4184,2021-05-27,-28
2021-04-30,4365,2021-05-27,-27
2021-05-01,4461,2021-05-27,-26
2021-05-02,4307,2021-05-27,-25
2021-05-03,3998,2021-05-27,-24
2021-05-04,3720,2021-05-27,-23
2021-05-05,4138,2021-05-27,-22
2021-05-06,4349,2021-05-27,-21
2021-05-07,4426,2021-05-27,-20
2021-05-08,4904,2021-05-27,-19
2021-05-09,5431,2021-05-27,-18
2021-05-10,5593,2021-05-27,-17
2021-05-11,5780,2021-05-27,-16
2021-05-12,5494,2021-05-27,-15
2021-05-13,4971,2021-05-27,-14
2021-05-14,4596,2021-05-27,-13
2021-05-15,4293,2021-05-27,-12
2021-05-16,3979,2021-05-27,-11
2021-05-17,3658,2021-05-27,-10
2021-05-18,3335,2021-05-27,-9
2021-05-19,3048,2021-05-27,-8
2021-05-20,2791,2021-05-27,-7
2021-05-21,2568,2021-05-27,-6
2021-05-22,2386,2021-05-27,-5
2021-05-23,2235,2021-05-27,-4
2021-05-24,2098,2021-05-27,-3
2021-05-25,2389,2021-05-27,-2
2021-05-26,2245,2021-05-27,-1
2021-05-27,2353,2021-05-27,0
2021-05-28,2270,2021-05-27,1
2021-05-29,2535,2021-05-27,2
2021-05-30,2904,2021-05-27,3
2021-05-31,3087,2021-05-27,4
2021-06-01,3141,2021-05-27,5
2021-06-02,3233,2021-05-27,6
2021-06-03,3602,2021-05-27,7
2021-06-04,4038,2021-05-27,8
2021-06-05,4638,2021-05-27,9
2021-06-06,5197,2021-05-27,10
2021-06-07,5136,2021-05-27,11
2021-06-08,4951,2021-05-27,12
2021-06-09,4764,2021-05-27,13
2021-06-10,4572,2021-05-27,14
2021-06-11,13994,2021-05-27,15
