date,lfalls,date_fc,length_fc
2021-06-29,2664,2021-07-29,-30
2021-06-30,2507,2021-07-29,-29
2021-07-01,2602,2021-07-29,-28
2021-07-02,2932,2021-07-29,-27
2021-07-03,2620,2021-07-29,-26
2021-07-04,2447,2021-07-29,-25
2021-07-05,2293,2021-07-29,-24
2021-07-06,2153,2021-07-29,-23
2021-07-07,2023,2021-07-29,-22
2021-07-08,1954,2021-07-29,-21
2021-07-09,2072,2021-07-29,-20
2021-07-10,1920,2021-07-29,-19
2021-07-11,1779,2021-07-29,-18
2021-07-12,1692,2021-07-29,-17
2021-07-13,1664,2021-07-29,-16
2021-07-14,1706,2021-07-29,-15
2021-07-15,1619,2021-07-29,-14
2021-07-16,1493,2021-07-29,-13
2021-07-17,1412,2021-07-29,-12
2021-07-18,1420,2021-07-29,-11
2021-07-19,1461,2021-07-29,-10
2021-07-20,1427,2021-07-29,-9
2021-07-21,1367,2021-07-29,-8
2021-07-22,1322,2021-07-29,-7
2021-07-23,1247,2021-07-29,-6
2021-07-24,1166,2021-07-29,-5
2021-07-25,1112,2021-07-29,-4
2021-07-26,1074,2021-07-29,-3
2021-07-27,1059,2021-07-29,-2
2021-07-28,992,2021-07-29,-1
2021-07-29,961,2021-07-29,0
2021-07-30,883,2021-07-29,1
2021-07-31,809,2021-07-29,2
2021-08-01,748,2021-07-29,3
2021-08-02,697,2021-07-29,4
2021-08-03,650,2021-07-29,5
2021-08-04,606,2021-07-29,6
2021-08-05,567,2021-07-29,7
2021-08-06,577,2021-07-29,8
2021-08-07,578,2021-07-29,9
2021-08-08,534,2021-07-29,10
2021-08-09,495,2021-07-29,11
2021-08-10,718,2021-07-29,12
2021-08-11,982,2021-07-29,13
2021-08-12,912,2021-07-29,14
2021-08-13,881,2021-07-29,15
