date,lfalls,date_fc,length_fc
2021-06-28,2835,2021-07-28,-30
2021-06-29,2664,2021-07-28,-29
2021-06-30,2507,2021-07-28,-28
2021-07-01,2602,2021-07-28,-27
2021-07-02,2932,2021-07-28,-26
2021-07-03,2620,2021-07-28,-25
2021-07-04,2447,2021-07-28,-24
2021-07-05,2293,2021-07-28,-23
2021-07-06,2153,2021-07-28,-22
2021-07-07,2023,2021-07-28,-21
2021-07-08,1954,2021-07-28,-20
2021-07-09,2072,2021-07-28,-19
2021-07-10,1920,2021-07-28,-18
2021-07-11,1779,2021-07-28,-17
2021-07-12,1692,2021-07-28,-16
2021-07-13,1664,2021-07-28,-15
2021-07-14,1706,2021-07-28,-14
2021-07-15,1619,2021-07-28,-13
2021-07-16,1493,2021-07-28,-12
2021-07-17,1412,2021-07-28,-11
2021-07-18,1420,2021-07-28,-10
2021-07-19,1461,2021-07-28,-9
2021-07-20,1427,2021-07-28,-8
2021-07-21,1367,2021-07-28,-7
2021-07-22,1322,2021-07-28,-6
2021-07-23,1247,2021-07-28,-5
2021-07-24,1171,2021-07-28,-4
2021-07-25,1128,2021-07-28,-3
2021-07-26,1081,2021-07-28,-2
2021-07-27,1062,2021-07-28,-1
2021-07-28,995,2021-07-28,0
2021-07-29,937,2021-07-28,1
2021-07-30,880,2021-07-28,2
2021-07-31,811,2021-07-28,3
2021-08-01,748,2021-07-28,4
2021-08-02,694,2021-07-28,5
2021-08-03,647,2021-07-28,6
2021-08-04,604,2021-07-28,7
2021-08-05,566,2021-07-28,8
2021-08-06,533,2021-07-28,9
2021-08-07,495,2021-07-28,10
2021-08-08,455,2021-07-28,11
2021-08-09,419,2021-07-28,12
2021-08-10,392,2021-07-28,13
2021-08-11,2315,2021-07-28,14
2021-08-12,60180,2021-07-28,15
