date,lfalls,date_fc,length_fc
2021-05-24,2104,2021-06-23,-30
2021-05-25,2096,2021-06-23,-29
2021-05-26,2058,2021-06-23,-28
2021-05-27,2265,2021-06-23,-27
2021-05-28,2012,2021-06-23,-26
2021-05-29,2659,2021-06-23,-25
2021-05-30,2601,2021-06-23,-24
2021-05-31,2553,2021-06-23,-23
2021-06-01,2462,2021-06-23,-22
2021-06-02,2432,2021-06-23,-21
2021-06-03,2630,2021-06-23,-20
2021-06-04,2934,2021-06-23,-19
2021-06-05,2898,2021-06-23,-18
2021-06-06,2704,2021-06-23,-17
2021-06-07,2551,2021-06-23,-16
2021-06-08,2408,2021-06-23,-15
2021-06-09,2245,2021-06-23,-14
2021-06-10,2215,2021-06-23,-13
2021-06-11,3399,2021-06-23,-12
2021-06-12,3680,2021-06-23,-11
2021-06-13,3867,2021-06-23,-10
2021-06-14,4001,2021-06-23,-9
2021-06-15,4573,2021-06-23,-8
2021-06-16,4093,2021-06-23,-7
2021-06-17,3928,2021-06-23,-6
2021-06-18,3897,2021-06-23,-5
2021-06-19,3937,2021-06-23,-4
2021-06-20,3906,2021-06-23,-3
2021-06-21,3792,2021-06-23,-2
2021-06-22,4149,2021-06-23,-1
2021-06-23,3974,2021-06-23,0
2021-06-24,3706,2021-06-23,1
2021-06-25,3408,2021-06-23,2
2021-06-26,3161,2021-06-23,3
2021-06-27,2957,2021-06-23,4
2021-06-28,2773,2021-06-23,5
2021-06-29,2586,2021-06-23,6
2021-06-30,2391,2021-06-23,7
2021-07-01,2184,2021-06-23,8
2021-07-02,2013,2021-06-23,9
2021-07-03,1865,2021-06-23,10
2021-07-04,1787,2021-06-23,11
2021-07-05,1894,2021-06-23,12
2021-07-06,1729,2021-06-23,13
2021-07-07,1655,2021-06-23,14
