date,lfalls,date_fc,length_fc
2021-04-28,4161,2021-05-28,-30
2021-04-29,4184,2021-05-28,-29
2021-04-30,4365,2021-05-28,-28
2021-05-01,4461,2021-05-28,-27
2021-05-02,4307,2021-05-28,-26
2021-05-03,3998,2021-05-28,-25
2021-05-04,3720,2021-05-28,-24
2021-05-05,4138,2021-05-28,-23
2021-05-06,4349,2021-05-28,-22
2021-05-07,4426,2021-05-28,-21
2021-05-08,4904,2021-05-28,-20
2021-05-09,5431,2021-05-28,-19
2021-05-10,5593,2021-05-28,-18
2021-05-11,5780,2021-05-28,-17
2021-05-12,5494,2021-05-28,-16
2021-05-13,4971,2021-05-28,-15
2021-05-14,4596,2021-05-28,-14
2021-05-15,4293,2021-05-28,-13
2021-05-16,3979,2021-05-28,-12
2021-05-17,3658,2021-05-28,-11
2021-05-18,3335,2021-05-28,-10
2021-05-19,3048,2021-05-28,-9
2021-05-20,2791,2021-05-28,-8
2021-05-21,2568,2021-05-28,-7
2021-05-22,2386,2021-05-28,-6
2021-05-23,2235,2021-05-28,-5
2021-05-24,2100,2021-05-28,-4
2021-05-25,2392,2021-05-28,-3
2021-05-26,2248,2021-05-28,-2
2021-05-27,2356,2021-05-28,-1
2021-05-28,2271,2021-05-28,0
2021-05-29,2778,2021-05-28,1
2021-05-30,3062,2021-05-28,2
2021-05-31,3120,2021-05-28,3
2021-06-01,3108,2021-05-28,4
2021-06-02,3093,2021-05-28,5
2021-06-03,3290,2021-05-28,6
2021-06-04,3699,2021-05-28,7
2021-06-05,4237,2021-05-28,8
2021-06-06,4349,2021-05-28,9
2021-06-07,4061,2021-05-28,10
2021-06-08,3708,2021-05-28,11
2021-06-09,3412,2021-05-28,12
2021-06-10,3168,2021-05-28,13
2021-06-11,2953,2021-05-28,14
2021-06-12,11904,2021-05-28,15
