date,lfalls,date_fc,length_fc
2021-06-26,3199,2021-07-26,-30
2021-06-27,3012,2021-07-26,-29
2021-06-28,2835,2021-07-26,-28
2021-06-29,2664,2021-07-26,-27
2021-06-30,2507,2021-07-26,-26
2021-07-01,2602,2021-07-26,-25
2021-07-02,2932,2021-07-26,-24
2021-07-03,2620,2021-07-26,-23
2021-07-04,2447,2021-07-26,-22
2021-07-05,2293,2021-07-26,-21
2021-07-06,2153,2021-07-26,-20
2021-07-07,2023,2021-07-26,-19
2021-07-08,1954,2021-07-26,-18
2021-07-09,2072,2021-07-26,-17
2021-07-10,1920,2021-07-26,-16
2021-07-11,1779,2021-07-26,-15
2021-07-12,1692,2021-07-26,-14
2021-07-13,1664,2021-07-26,-13
2021-07-14,1706,2021-07-26,-12
2021-07-15,1619,2021-07-26,-11
2021-07-16,1493,2021-07-26,-10
2021-07-17,1412,2021-07-26,-9
2021-07-18,1420,2021-07-26,-8
2021-07-19,1462,2021-07-26,-7
2021-07-20,1427,2021-07-26,-6
2021-07-21,1367,2021-07-26,-5
2021-07-22,1306,2021-07-26,-4
2021-07-23,1228,2021-07-26,-3
2021-07-24,1154,2021-07-26,-2
2021-07-25,1099,2021-07-26,-1
2021-07-26,1036,2021-07-26,0
2021-07-27,966,2021-07-26,1
2021-07-28,891,2021-07-26,2
2021-07-29,835,2021-07-26,3
2021-07-30,781,2021-07-26,4
2021-07-31,723,2021-07-26,5
2021-08-01,667,2021-07-26,6
2021-08-02,748,2021-07-26,7
2021-08-03,749,2021-07-26,8
2021-08-04,675,2021-07-26,9
2021-08-05,623,2021-07-26,10
2021-08-06,596,2021-07-26,11
2021-08-07,949,2021-07-26,12
2021-08-08,21021,2021-07-26,13
