date,lfalls,date_fc,length_fc
2021-06-22,3832,2021-07-22,-30
2021-06-23,3834,2021-07-22,-29
2021-06-24,3645,2021-07-22,-28
2021-06-25,3401,2021-07-22,-27
2021-06-26,3199,2021-07-22,-26
2021-06-27,3012,2021-07-22,-25
2021-06-28,2835,2021-07-22,-24
2021-06-29,2664,2021-07-22,-23
2021-06-30,2507,2021-07-22,-22
2021-07-01,2602,2021-07-22,-21
2021-07-02,2932,2021-07-22,-20
2021-07-03,2620,2021-07-22,-19
2021-07-04,2447,2021-07-22,-18
2021-07-05,2293,2021-07-22,-17
2021-07-06,2153,2021-07-22,-16
2021-07-07,2023,2021-07-22,-15
2021-07-08,1954,2021-07-22,-14
2021-07-09,2072,2021-07-22,-13
2021-07-10,1920,2021-07-22,-12
2021-07-11,1779,2021-07-22,-11
2021-07-12,1692,2021-07-22,-10
2021-07-13,1664,2021-07-22,-9
2021-07-14,1706,2021-07-22,-8
2021-07-15,1619,2021-07-22,-7
2021-07-16,1493,2021-07-22,-6
2021-07-17,1477,2021-07-22,-5
2021-07-18,1597,2021-07-22,-4
2021-07-19,1476,2021-07-22,-3
2021-07-20,1425,2021-07-22,-2
2021-07-21,1366,2021-07-22,-1
2021-07-22,1306,2021-07-22,0
2021-07-23,1224,2021-07-22,1
2021-07-24,1149,2021-07-22,2
2021-07-25,1096,2021-07-22,3
2021-07-26,1034,2021-07-22,4
2021-07-27,964,2021-07-22,5
2021-07-28,896,2021-07-22,6
2021-07-29,829,2021-07-22,7
2021-07-30,778,2021-07-22,8
2021-07-31,744,2021-07-22,9
2021-08-01,687,2021-07-22,10
2021-08-02,702,2021-07-22,11
2021-08-03,691,2021-07-22,12
2021-08-04,645,2021-07-22,13
2021-08-05,2581,2021-07-22,14
2021-08-06,62041,2021-07-22,15
