date,lfalls,date_fc,length_fc
2021-05-08,5224,2021-06-07,-30
2021-05-09,5522,2021-06-07,-29
2021-05-10,5700,2021-06-07,-28
2021-05-11,5711,2021-06-07,-27
2021-05-12,5219,2021-06-07,-26
2021-05-13,4771,2021-06-07,-25
2021-05-14,4442,2021-06-07,-24
2021-05-15,4139,2021-06-07,-23
2021-05-16,3819,2021-06-07,-22
2021-05-17,3494,2021-06-07,-21
2021-05-18,3187,2021-06-07,-20
2021-05-19,2915,2021-06-07,-19
2021-05-20,2675,2021-06-07,-18
2021-05-21,2472,2021-06-07,-17
2021-05-22,2308,2021-06-07,-16
2021-05-23,2163,2021-06-07,-15
2021-05-24,2103,2021-06-07,-14
2021-05-25,2095,2021-06-07,-13
2021-05-26,2058,2021-06-07,-12
2021-05-27,2264,2021-06-07,-11
2021-05-28,2012,2021-06-07,-10
2021-05-29,2659,2021-06-07,-9
2021-05-30,2600,2021-06-07,-8
2021-05-31,2553,2021-06-07,-7
2021-06-01,2461,2021-06-07,-6
2021-06-02,2430,2021-06-07,-5
2021-06-03,2711,2021-06-07,-4
2021-06-04,3124,2021-06-07,-3
2021-06-05,3006,2021-06-07,-2
2021-06-06,2811,2021-06-07,-1
2021-06-07,2607,2021-06-07,0
2021-06-08,2441,2021-06-07,1
2021-06-09,2292,2021-06-07,2
2021-06-10,2373,2021-06-07,3
2021-06-11,2374,2021-06-07,4
2021-06-12,2602,2021-06-07,5
2021-06-13,2626,2021-06-07,6
2021-06-14,2662,2021-06-07,7
2021-06-15,2553,2021-06-07,8
2021-06-16,2516,2021-06-07,9
2021-06-17,2557,2021-06-07,10
2021-06-18,2769,2021-06-07,11
2021-06-19,2820,2021-06-07,12
2021-06-20,2680,2021-06-07,13
2021-06-21,2855,2021-06-07,14
2021-06-22,9211,2021-06-07,15
