date,lfalls,date_fc,length_fc
2021-05-22,2308,2021-06-21,-30
2021-05-23,2163,2021-06-21,-29
2021-05-24,2103,2021-06-21,-28
2021-05-25,2095,2021-06-21,-27
2021-05-26,2058,2021-06-21,-26
2021-05-27,2264,2021-06-21,-25
2021-05-28,2012,2021-06-21,-24
2021-05-29,2659,2021-06-21,-23
2021-05-30,2600,2021-06-21,-22
2021-05-31,2553,2021-06-21,-21
2021-06-01,2461,2021-06-21,-20
2021-06-02,2430,2021-06-21,-19
2021-06-03,2624,2021-06-21,-18
2021-06-04,2929,2021-06-21,-17
2021-06-05,2894,2021-06-21,-16
2021-06-06,2701,2021-06-21,-15
2021-06-07,2549,2021-06-21,-14
2021-06-08,2406,2021-06-21,-13
2021-06-09,2244,2021-06-21,-12
2021-06-10,2214,2021-06-21,-11
2021-06-11,3398,2021-06-21,-10
2021-06-12,3679,2021-06-21,-9
2021-06-13,3864,2021-06-21,-8
2021-06-14,3998,2021-06-21,-7
2021-06-15,4569,2021-06-21,-6
2021-06-16,4089,2021-06-21,-5
2021-06-17,3922,2021-06-21,-4
2021-06-18,3889,2021-06-21,-3
2021-06-19,3928,2021-06-21,-2
2021-06-20,3895,2021-06-21,-1
2021-06-21,3693,2021-06-21,0
2021-06-22,3722,2021-06-21,1
2021-06-23,3825,2021-06-21,2
2021-06-24,3417,2021-06-21,3
2021-06-25,3155,2021-06-21,4
2021-06-26,2924,2021-06-21,5
2021-06-27,2827,2021-06-21,6
2021-06-28,2849,2021-06-21,7
2021-06-29,2945,2021-06-21,8
2021-06-30,3381,2021-06-21,9
2021-07-01,3413,2021-06-21,10
2021-07-02,3362,2021-06-21,11
2021-07-03,3489,2021-06-21,12
2021-07-04,4372,2021-06-21,13
2021-07-05,7273,2021-06-21,14
2021-07-06,71506,2021-06-21,15
