date,lfalls,seneca,goose,monoc_jug,por
2021-01-28T22:00:00Z,5402,102,219,419,5050
2021-01-28T23:00:00Z,5700,101,217,416,5060
2021-01-29T00:00:00Z,5648,101,215,415,5150
2021-01-29T01:00:00Z,5735,101,215,414,5112
2021-01-29T02:00:00Z,5770,100,215,409,5135
2021-01-29T03:00:00Z,5822,101,213,409,5172
2021-01-29T04:00:00Z,5770,102,211,407,5223
2021-01-29T05:00:00Z,5718,100,211,404,5248
2021-01-29T06:00:00Z,5682,99,211,404,5280
2021-01-29T07:00:00Z,5788,100,208,404,5353
2021-01-29T08:00:00Z,5665,97,207,402,5388
2021-01-29T09:00:00Z,5612,97,207,402,5380
2021-01-29T10:00:00Z,5752,95,207,400,5390
2021-01-29T11:00:00Z,5822,93,202,399,5395
2021-01-29T12:00:00Z,5770,88,198,396,5410
2021-01-29T13:00:00Z,5735,84,196,393,5388
2021-01-29T14:00:00Z,5735,83,193,393,5332
2021-01-29T15:00:00Z,5700,82,193,386,5325
2021-01-29T16:00:00Z,5735,83,193,380,5325
2021-01-29T17:00:00Z,5752,85,192,377,5332
2021-01-29T18:00:00Z,5840,88,190,373,5380
2021-01-29T19:00:00Z,5858,93,191,372,5345
2021-01-29T20:00:00Z,5910,97,194,374,5380
2021-01-29T21:00:00Z,5945,96,196,375,5353
2021-01-29T22:00:00Z,5965,97,193,373,5400
2021-01-29T23:00:00Z,5945,97,191,368,5380
2021-01-30T00:00:00Z,5965,95,188,365,5360
2021-01-30T01:00:00Z,5980,94,184,364,5380
2021-01-30T02:00:00Z,5980,93,181,360,5380
2021-01-30T03:00:00Z,5980,93,174,360,5410
2021-01-30T04:00:00Z,5980,94,169,357,5410
2021-01-30T05:00:00Z,5980,95,169,350,5440
2021-01-30T06:00:00Z,6020,97,164,347,5497
2021-01-30T07:00:00Z,5980,95,157,344,5540
2021-01-30T08:00:00Z,5980,94,166,340,5578
2021-01-30T09:00:00Z,6000,91,180,336,5600
2021-01-30T10:00:00Z,6000,89,181,333,5600
