date,lfalls,date_fc,length_fc
2014-01-01,NA,2021-07-26,-2763
2014-01-02,NA,2021-07-26,-2762
2014-01-03,NA,2021-07-26,-2761
2014-01-04,NA,2021-07-26,-2760
2014-01-05,NA,2021-07-26,-2759
2014-01-06,NA,2021-07-26,-2758
2014-01-07,NA,2021-07-26,-2757
2014-01-08,NA,2021-07-26,-2756
2014-01-09,NA,2021-07-26,-2755
2014-01-10,NA,2021-07-26,-2754
2014-01-11,NA,2021-07-26,-2753
2014-01-12,NA,2021-07-26,-2752
2014-01-13,NA,2021-07-26,-2751
2014-01-14,NA,2021-07-26,-2750
2014-01-15,NA,2021-07-26,-2749
2014-01-16,NA,2021-07-26,-2748
2014-01-17,NA,2021-07-26,-2747
2014-01-18,NA,2021-07-26,-2746
2014-01-19,NA,2021-07-26,-2745
2014-01-20,NA,2021-07-26,-2744
2014-01-21,NA,2021-07-26,-2743
2014-01-22,NA,2021-07-26,-2742
2014-01-23,NA,2021-07-26,-2741
2014-01-24,NA,2021-07-26,-2740
2014-01-25,NA,2021-07-26,-2739
2014-01-26,NA,2021-07-26,-2738
2014-01-27,NA,2021-07-26,-2737
2014-01-28,NA,2021-07-26,-2736
2014-01-29,NA,2021-07-26,-2735
2014-01-30,NA,2021-07-26,-2734
2014-01-31,NA,2021-07-26,-2733
2014-02-01,NA,2021-07-26,-2732
2014-02-02,NA,2021-07-26,-2731
2014-02-03,NA,2021-07-26,-2730
2014-02-04,NA,2021-07-26,-2729
2014-02-05,NA,2021-07-26,-2728
2014-02-06,NA,2021-07-26,-2727
2014-02-07,NA,2021-07-26,-2726
2014-02-08,NA,2021-07-26,-2725
2014-02-09,NA,2021-07-26,-2724
2014-02-10,NA,2021-07-26,-2723
2014-02-11,NA,2021-07-26,-2722
2014-02-12,NA,2021-07-26,-2721
2014-02-13,NA,2021-07-26,-2720
2014-02-14,NA,2021-07-26,-2719
2014-02-15,NA,2021-07-26,-2718
2014-02-16,NA,2021-07-26,-2717
2014-02-17,NA,2021-07-26,-2716
2014-02-18,NA,2021-07-26,-2715
2014-02-19,NA,2021-07-26,-2714
2014-02-20,NA,2021-07-26,-2713
2014-02-21,NA,2021-07-26,-2712
2014-02-22,NA,2021-07-26,-2711
2014-02-23,NA,2021-07-26,-2710
2014-02-24,NA,2021-07-26,-2709
2014-02-25,NA,2021-07-26,-2708
2014-02-26,NA,2021-07-26,-2707
2014-02-27,NA,2021-07-26,-2706
2014-02-28,NA,2021-07-26,-2705
2014-03-01,NA,2021-07-26,-2704
2014-03-02,NA,2021-07-26,-2703
2014-03-03,NA,2021-07-26,-2702
2014-03-04,NA,2021-07-26,-2701
2014-03-05,NA,2021-07-26,-2700
2014-03-06,NA,2021-07-26,-2699
2014-03-07,NA,2021-07-26,-2698
2014-03-08,NA,2021-07-26,-2697
2014-03-09,NA,2021-07-26,-2696
2014-03-10,NA,2021-07-26,-2695
2014-03-11,NA,2021-07-26,-2694
2014-03-12,NA,2021-07-26,-2693
2014-03-13,NA,2021-07-26,-2692
2014-03-14,NA,2021-07-26,-2691
2014-03-15,NA,2021-07-26,-2690
2014-03-16,NA,2021-07-26,-2689
2014-03-17,NA,2021-07-26,-2688
2014-03-18,NA,2021-07-26,-2687
2014-03-19,NA,2021-07-26,-2686
2014-03-20,NA,2021-07-26,-2685
2014-03-21,NA,2021-07-26,-2684
2014-03-22,NA,2021-07-26,-2683
2014-03-23,NA,2021-07-26,-2682
2014-03-24,NA,2021-07-26,-2681
2014-03-25,NA,2021-07-26,-2680
2014-03-26,NA,2021-07-26,-2679
2014-03-27,NA,2021-07-26,-2678
2014-03-28,NA,2021-07-26,-2677
2014-03-29,NA,2021-07-26,-2676
2014-03-30,NA,2021-07-26,-2675
2014-03-31,NA,2021-07-26,-2674
2014-04-01,NA,2021-07-26,-2673
2014-04-02,NA,2021-07-26,-2672
2014-04-03,NA,2021-07-26,-2671
2014-04-04,NA,2021-07-26,-2670
2014-04-05,NA,2021-07-26,-2669
2014-04-06,NA,2021-07-26,-2668
2014-04-07,NA,2021-07-26,-2667
2014-04-08,NA,2021-07-26,-2666
2014-04-09,NA,2021-07-26,-2665
2014-04-10,NA,2021-07-26,-2664
2014-04-11,NA,2021-07-26,-2663
2014-04-12,NA,2021-07-26,-2662
2014-04-13,NA,2021-07-26,-2661
2014-04-14,NA,2021-07-26,-2660
2014-04-15,NA,2021-07-26,-2659
2014-04-16,NA,2021-07-26,-2658
2014-04-17,NA,2021-07-26,-2657
2014-04-18,NA,2021-07-26,-2656
2014-04-19,NA,2021-07-26,-2655
2014-04-20,NA,2021-07-26,-2654
2014-04-21,NA,2021-07-26,-2653
2014-04-22,NA,2021-07-26,-2652
2014-04-23,NA,2021-07-26,-2651
2014-04-24,NA,2021-07-26,-2650
2014-04-25,NA,2021-07-26,-2649
2014-04-26,NA,2021-07-26,-2648
2014-04-27,NA,2021-07-26,-2647
2014-04-28,NA,2021-07-26,-2646
2014-04-29,NA,2021-07-26,-2645
2014-04-30,NA,2021-07-26,-2644
2014-05-01,NA,2021-07-26,-2643
2014-05-02,NA,2021-07-26,-2642
2014-05-03,NA,2021-07-26,-2641
2014-05-04,NA,2021-07-26,-2640
2014-05-05,NA,2021-07-26,-2639
2014-05-06,NA,2021-07-26,-2638
2014-05-07,NA,2021-07-26,-2637
2014-05-08,NA,2021-07-26,-2636
2014-05-09,NA,2021-07-26,-2635
2014-05-10,NA,2021-07-26,-2634
2014-05-11,NA,2021-07-26,-2633
2014-05-12,NA,2021-07-26,-2632
2014-05-13,NA,2021-07-26,-2631
2014-05-14,NA,2021-07-26,-2630
2014-05-15,NA,2021-07-26,-2629
2014-05-16,NA,2021-07-26,-2628
2014-05-17,NA,2021-07-26,-2627
2014-05-18,NA,2021-07-26,-2626
2014-05-19,NA,2021-07-26,-2625
2014-05-20,NA,2021-07-26,-2624
2014-05-21,NA,2021-07-26,-2623
2014-05-22,NA,2021-07-26,-2622
2014-05-23,NA,2021-07-26,-2621
2014-05-24,NA,2021-07-26,-2620
2014-05-25,NA,2021-07-26,-2619
2014-05-26,NA,2021-07-26,-2618
2014-05-27,NA,2021-07-26,-2617
2014-05-28,NA,2021-07-26,-2616
2014-05-29,NA,2021-07-26,-2615
2014-05-30,NA,2021-07-26,-2614
2014-05-31,NA,2021-07-26,-2613
2014-06-01,NA,2021-07-26,-2612
2014-06-02,NA,2021-07-26,-2611
2014-06-03,NA,2021-07-26,-2610
2014-06-04,NA,2021-07-26,-2609
2014-06-05,NA,2021-07-26,-2608
2014-06-06,NA,2021-07-26,-2607
2014-06-07,NA,2021-07-26,-2606
2014-06-08,NA,2021-07-26,-2605
2014-06-09,NA,2021-07-26,-2604
2014-06-10,NA,2021-07-26,-2603
2014-06-11,NA,2021-07-26,-2602
2014-06-12,NA,2021-07-26,-2601
2014-06-13,NA,2021-07-26,-2600
2014-06-14,NA,2021-07-26,-2599
2014-06-15,NA,2021-07-26,-2598
2014-06-16,NA,2021-07-26,-2597
2014-06-17,NA,2021-07-26,-2596
2014-06-18,NA,2021-07-26,-2595
2014-06-19,NA,2021-07-26,-2594
2014-06-20,NA,2021-07-26,-2593
2014-06-21,NA,2021-07-26,-2592
2014-06-22,NA,2021-07-26,-2591
2014-06-23,NA,2021-07-26,-2590
2014-06-24,NA,2021-07-26,-2589
2014-06-25,NA,2021-07-26,-2588
2014-06-26,NA,2021-07-26,-2587
2014-06-27,NA,2021-07-26,-2586
2014-06-28,NA,2021-07-26,-2585
2014-06-29,NA,2021-07-26,-2584
2014-06-30,NA,2021-07-26,-2583
2014-07-01,NA,2021-07-26,-2582
2014-07-02,NA,2021-07-26,-2581
2014-07-03,NA,2021-07-26,-2580
2014-07-04,NA,2021-07-26,-2579
2014-07-05,NA,2021-07-26,-2578
2014-07-06,NA,2021-07-26,-2577
2014-07-07,NA,2021-07-26,-2576
2014-07-08,NA,2021-07-26,-2575
2014-07-09,NA,2021-07-26,-2574
2014-07-10,NA,2021-07-26,-2573
2014-07-11,NA,2021-07-26,-2572
2014-07-12,NA,2021-07-26,-2571
2014-07-13,NA,2021-07-26,-2570
2014-07-14,NA,2021-07-26,-2569
2014-07-15,NA,2021-07-26,-2568
2014-07-16,NA,2021-07-26,-2567
2014-07-17,NA,2021-07-26,-2566
2014-07-18,NA,2021-07-26,-2565
2014-07-19,NA,2021-07-26,-2564
2014-07-20,NA,2021-07-26,-2563
2014-07-21,NA,2021-07-26,-2562
2014-07-22,NA,2021-07-26,-2561
2014-07-23,NA,2021-07-26,-2560
2014-07-24,NA,2021-07-26,-2559
2014-07-25,NA,2021-07-26,-2558
2014-07-26,NA,2021-07-26,-2557
2014-07-27,NA,2021-07-26,-2556
2014-07-28,NA,2021-07-26,-2555
2014-07-29,NA,2021-07-26,-2554
2014-07-30,NA,2021-07-26,-2553
2014-07-31,NA,2021-07-26,-2552
2014-08-01,NA,2021-07-26,-2551
2014-08-02,NA,2021-07-26,-2550
2014-08-03,NA,2021-07-26,-2549
2014-08-04,NA,2021-07-26,-2548
2014-08-05,NA,2021-07-26,-2547
2014-08-06,NA,2021-07-26,-2546
2014-08-07,NA,2021-07-26,-2545
2014-08-08,NA,2021-07-26,-2544
2014-08-09,NA,2021-07-26,-2543
2014-08-10,NA,2021-07-26,-2542
2014-08-11,NA,2021-07-26,-2541
2014-08-12,NA,2021-07-26,-2540
2014-08-13,NA,2021-07-26,-2539
2014-08-14,NA,2021-07-26,-2538
2014-08-15,NA,2021-07-26,-2537
2014-08-16,NA,2021-07-26,-2536
2014-08-17,NA,2021-07-26,-2535
2014-08-18,NA,2021-07-26,-2534
2014-08-19,NA,2021-07-26,-2533
2014-08-20,NA,2021-07-26,-2532
2014-08-21,NA,2021-07-26,-2531
2014-08-22,NA,2021-07-26,-2530
2014-08-23,NA,2021-07-26,-2529
2014-08-24,NA,2021-07-26,-2528
2014-08-25,NA,2021-07-26,-2527
2014-08-26,NA,2021-07-26,-2526
2014-08-27,NA,2021-07-26,-2525
2014-08-28,NA,2021-07-26,-2524
2014-08-29,NA,2021-07-26,-2523
2014-08-30,NA,2021-07-26,-2522
2014-08-31,NA,2021-07-26,-2521
2014-09-01,NA,2021-07-26,-2520
2014-09-02,NA,2021-07-26,-2519
2014-09-03,NA,2021-07-26,-2518
2014-09-04,NA,2021-07-26,-2517
2014-09-05,NA,2021-07-26,-2516
2014-09-06,NA,2021-07-26,-2515
2014-09-07,NA,2021-07-26,-2514
2014-09-08,NA,2021-07-26,-2513
2014-09-09,NA,2021-07-26,-2512
2014-09-10,NA,2021-07-26,-2511
2014-09-11,NA,2021-07-26,-2510
2014-09-12,NA,2021-07-26,-2509
2014-09-13,NA,2021-07-26,-2508
2014-09-14,NA,2021-07-26,-2507
2014-09-15,NA,2021-07-26,-2506
2014-09-16,NA,2021-07-26,-2505
