date,lfalls,date_fc,length_fc
2014-01-01,NA,2021-07-27,-2764
2014-01-02,NA,2021-07-27,-2763
2014-01-03,NA,2021-07-27,-2762
2014-01-04,NA,2021-07-27,-2761
2014-01-05,NA,2021-07-27,-2760
2014-01-06,NA,2021-07-27,-2759
2014-01-07,NA,2021-07-27,-2758
2014-01-08,NA,2021-07-27,-2757
2014-01-09,NA,2021-07-27,-2756
2014-01-10,NA,2021-07-27,-2755
2014-01-11,NA,2021-07-27,-2754
2014-01-12,NA,2021-07-27,-2753
2014-01-13,NA,2021-07-27,-2752
2014-01-14,NA,2021-07-27,-2751
2014-01-15,NA,2021-07-27,-2750
2014-01-16,NA,2021-07-27,-2749
2014-01-17,NA,2021-07-27,-2748
2014-01-18,NA,2021-07-27,-2747
2014-01-19,NA,2021-07-27,-2746
2014-01-20,NA,2021-07-27,-2745
2014-01-21,NA,2021-07-27,-2744
2014-01-22,NA,2021-07-27,-2743
2014-01-23,NA,2021-07-27,-2742
2014-01-24,NA,2021-07-27,-2741
2014-01-25,NA,2021-07-27,-2740
2014-01-26,NA,2021-07-27,-2739
2014-01-27,NA,2021-07-27,-2738
2014-01-28,NA,2021-07-27,-2737
2014-01-29,NA,2021-07-27,-2736
2014-01-30,NA,2021-07-27,-2735
2014-01-31,NA,2021-07-27,-2734
2014-02-01,NA,2021-07-27,-2733
2014-02-02,NA,2021-07-27,-2732
2014-02-03,NA,2021-07-27,-2731
2014-02-04,NA,2021-07-27,-2730
2014-02-05,NA,2021-07-27,-2729
2014-02-06,NA,2021-07-27,-2728
2014-02-07,NA,2021-07-27,-2727
2014-02-08,NA,2021-07-27,-2726
2014-02-09,NA,2021-07-27,-2725
2014-02-10,NA,2021-07-27,-2724
2014-02-11,NA,2021-07-27,-2723
2014-02-12,NA,2021-07-27,-2722
2014-02-13,NA,2021-07-27,-2721
2014-02-14,NA,2021-07-27,-2720
2014-02-15,NA,2021-07-27,-2719
2014-02-16,NA,2021-07-27,-2718
2014-02-17,NA,2021-07-27,-2717
2014-02-18,NA,2021-07-27,-2716
2014-02-19,NA,2021-07-27,-2715
2014-02-20,NA,2021-07-27,-2714
2014-02-21,NA,2021-07-27,-2713
2014-02-22,NA,2021-07-27,-2712
2014-02-23,NA,2021-07-27,-2711
2014-02-24,NA,2021-07-27,-2710
2014-02-25,NA,2021-07-27,-2709
2014-02-26,NA,2021-07-27,-2708
2014-02-27,NA,2021-07-27,-2707
