date,lfalls,date_fc,length_fc
2014-01-01,NA,2021-07-21,-2758
2014-01-02,NA,2021-07-21,-2757
2014-01-03,NA,2021-07-21,-2756
2014-01-04,NA,2021-07-21,-2755
2014-01-05,NA,2021-07-21,-2754
2014-01-06,NA,2021-07-21,-2753
2014-01-07,NA,2021-07-21,-2752
2014-01-08,NA,2021-07-21,-2751
2014-01-09,NA,2021-07-21,-2750
2014-01-10,NA,2021-07-21,-2749
2014-01-11,NA,2021-07-21,-2748
2014-01-12,NA,2021-07-21,-2747
2014-01-13,NA,2021-07-21,-2746
2014-01-14,NA,2021-07-21,-2745
2014-01-15,NA,2021-07-21,-2744
2014-01-16,NA,2021-07-21,-2743
2014-01-17,NA,2021-07-21,-2742
2014-01-18,NA,2021-07-21,-2741
2014-01-19,NA,2021-07-21,-2740
2014-01-20,NA,2021-07-21,-2739
2014-01-21,NA,2021-07-21,-2738
2014-01-22,NA,2021-07-21,-2737
2014-01-23,NA,2021-07-21,-2736
2014-01-24,NA,2021-07-21,-2735
2014-01-25,NA,2021-07-21,-2734
2014-01-26,NA,2021-07-21,-2733
2014-01-27,NA,2021-07-21,-2732
2014-01-28,NA,2021-07-21,-2731
2014-01-29,NA,2021-07-21,-2730
2014-01-30,NA,2021-07-21,-2729
2014-01-31,NA,2021-07-21,-2728
2014-02-01,NA,2021-07-21,-2727
2014-02-02,NA,2021-07-21,-2726
2014-02-03,NA,2021-07-21,-2725
2014-02-04,NA,2021-07-21,-2724
2014-02-05,NA,2021-07-21,-2723
2014-02-06,NA,2021-07-21,-2722
2014-02-07,NA,2021-07-21,-2721
2014-02-08,NA,2021-07-21,-2720
2014-02-09,NA,2021-07-21,-2719
2014-02-10,NA,2021-07-21,-2718
2014-02-11,NA,2021-07-21,-2717
2014-02-12,NA,2021-07-21,-2716
2014-02-13,NA,2021-07-21,-2715
2014-02-14,NA,2021-07-21,-2714
2014-02-15,NA,2021-07-21,-2713
2014-02-16,NA,2021-07-21,-2712
2014-02-17,NA,2021-07-21,-2711
2014-02-18,NA,2021-07-21,-2710
2014-02-19,NA,2021-07-21,-2709
2014-02-20,NA,2021-07-21,-2708
2014-02-21,NA,2021-07-21,-2707
2014-02-22,NA,2021-07-21,-2706
2014-02-23,NA,2021-07-21,-2705
2014-02-24,NA,2021-07-21,-2704
2014-02-25,NA,2021-07-21,-2703
2014-02-26,NA,2021-07-21,-2702
2014-02-27,NA,2021-07-21,-2701
2014-02-28,NA,2021-07-21,-2700
2014-03-01,NA,2021-07-21,-2699
2014-03-02,NA,2021-07-21,-2698
2014-03-03,NA,2021-07-21,-2697
2014-03-04,NA,2021-07-21,-2696
2014-03-05,NA,2021-07-21,-2695
2014-03-06,NA,2021-07-21,-2694
2014-03-07,NA,2021-07-21,-2693
2014-03-08,NA,2021-07-21,-2692
2014-03-09,NA,2021-07-21,-2691
2014-03-10,NA,2021-07-21,-2690
2014-03-11,NA,2021-07-21,-2689
2014-03-12,NA,2021-07-21,-2688
2014-03-13,NA,2021-07-21,-2687
2014-03-14,NA,2021-07-21,-2686
2014-03-15,NA,2021-07-21,-2685
2014-03-16,NA,2021-07-21,-2684
2014-03-17,NA,2021-07-21,-2683
2014-03-18,NA,2021-07-21,-2682
2014-03-19,NA,2021-07-21,-2681
2014-03-20,NA,2021-07-21,-2680
2014-03-21,NA,2021-07-21,-2679
2014-03-22,NA,2021-07-21,-2678
2014-03-23,NA,2021-07-21,-2677
2014-03-24,NA,2021-07-21,-2676
2014-03-25,NA,2021-07-21,-2675
2014-03-26,NA,2021-07-21,-2674
2014-03-27,NA,2021-07-21,-2673
2014-03-28,NA,2021-07-21,-2672
2014-03-29,NA,2021-07-21,-2671
2014-03-30,NA,2021-07-21,-2670
2014-03-31,NA,2021-07-21,-2669
2014-04-01,NA,2021-07-21,-2668
2014-04-02,NA,2021-07-21,-2667
2014-04-03,NA,2021-07-21,-2666
2014-04-04,NA,2021-07-21,-2665
2014-04-05,NA,2021-07-21,-2664
2014-04-06,NA,2021-07-21,-2663
2014-04-07,NA,2021-07-21,-2662
2014-04-08,NA,2021-07-21,-2661
2014-04-09,NA,2021-07-21,-2660
2014-04-10,NA,2021-07-21,-2659
2014-04-11,NA,2021-07-21,-2658
2014-04-12,NA,2021-07-21,-2657
2014-04-13,NA,2021-07-21,-2656
2014-04-14,NA,2021-07-21,-2655
2014-04-15,NA,2021-07-21,-2654
2014-04-16,NA,2021-07-21,-2653
2014-04-17,NA,2021-07-21,-2652
2014-04-18,NA,2021-07-21,-2651
2014-04-19,NA,2021-07-21,-2650
2014-04-20,NA,2021-07-21,-2649
2014-04-21,NA,2021-07-21,-2648
2014-04-22,NA,2021-07-21,-2647
2014-04-23,NA,2021-07-21,-2646
2014-04-24,NA,2021-07-21,-2645
2014-04-25,NA,2021-07-21,-2644
2014-04-26,NA,2021-07-21,-2643
2014-04-27,NA,2021-07-21,-2642
2014-04-28,NA,2021-07-21,-2641
2014-04-29,NA,2021-07-21,-2640
2014-04-30,NA,2021-07-21,-2639
2014-05-01,NA,2021-07-21,-2638
2014-05-02,NA,2021-07-21,-2637
2014-05-03,NA,2021-07-21,-2636
2014-05-04,NA,2021-07-21,-2635
2014-05-05,NA,2021-07-21,-2634
2014-05-06,NA,2021-07-21,-2633
2014-05-07,NA,2021-07-21,-2632
2014-05-08,NA,2021-07-21,-2631
2014-05-09,NA,2021-07-21,-2630
2014-05-10,NA,2021-07-21,-2629
2014-05-11,NA,2021-07-21,-2628
2014-05-12,NA,2021-07-21,-2627
2014-05-13,NA,2021-07-21,-2626
2014-05-14,NA,2021-07-21,-2625
2014-05-15,NA,2021-07-21,-2624
2014-05-16,NA,2021-07-21,-2623
2014-05-17,NA,2021-07-21,-2622
2014-05-18,NA,2021-07-21,-2621
2014-05-19,NA,2021-07-21,-2620
2014-05-20,NA,2021-07-21,-2619
2014-05-21,NA,2021-07-21,-2618
2014-05-22,NA,2021-07-21,-2617
2014-05-23,NA,2021-07-21,-2616
2014-05-24,NA,2021-07-21,-2615
2014-05-25,NA,2021-07-21,-2614
2014-05-26,NA,2021-07-21,-2613
2014-05-27,NA,2021-07-21,-2612
2014-05-28,NA,2021-07-21,-2611
2014-05-29,NA,2021-07-21,-2610
2014-05-30,NA,2021-07-21,-2609
2014-05-31,NA,2021-07-21,-2608
2014-06-01,NA,2021-07-21,-2607
2014-06-02,NA,2021-07-21,-2606
2014-06-03,NA,2021-07-21,-2605
2014-06-04,NA,2021-07-21,-2604
2014-06-05,NA,2021-07-21,-2603
2014-06-06,NA,2021-07-21,-2602
2014-06-07,NA,2021-07-21,-2601
2014-06-08,NA,2021-07-21,-2600
2014-06-09,NA,2021-07-21,-2599
2014-06-10,NA,2021-07-21,-2598
2014-06-11,NA,2021-07-21,-2597
2014-06-12,NA,2021-07-21,-2596
2014-06-13,NA,2021-07-21,-2595
2014-06-14,NA,2021-07-21,-2594
2014-06-15,NA,2021-07-21,-2593
2014-06-16,NA,2021-07-21,-2592
2014-06-17,NA,2021-07-21,-2591
2014-06-18,NA,2021-07-21,-2590
2014-06-19,NA,2021-07-21,-2589
2014-06-20,NA,2021-07-21,-2588
2014-06-21,NA,2021-07-21,-2587
2014-06-22,NA,2021-07-21,-2586
2014-06-23,NA,2021-07-21,-2585
2014-06-24,NA,2021-07-21,-2584
2014-06-25,NA,2021-07-21,-2583
2014-06-26,NA,2021-07-21,-2582
2014-06-27,NA,2021-07-21,-2581
2014-06-28,NA,2021-07-21,-2580
2014-06-29,NA,2021-07-21,-2579
2014-06-30,NA,2021-07-21,-2578
2014-07-01,NA,2021-07-21,-2577
2014-07-02,NA,2021-07-21,-2576
2014-07-03,NA,2021-07-21,-2575
2014-07-04,NA,2021-07-21,-2574
2014-07-05,NA,2021-07-21,-2573
2014-07-06,NA,2021-07-21,-2572
2014-07-07,NA,2021-07-21,-2571
2014-07-08,NA,2021-07-21,-2570
2014-07-09,NA,2021-07-21,-2569
2014-07-10,NA,2021-07-21,-2568
2014-07-11,NA,2021-07-21,-2567
2014-07-12,NA,2021-07-21,-2566
2014-07-13,NA,2021-07-21,-2565
2014-07-14,NA,2021-07-21,-2564
2014-07-15,NA,2021-07-21,-2563
2014-07-16,NA,2021-07-21,-2562
2014-07-17,NA,2021-07-21,-2561
2014-07-18,NA,2021-07-21,-2560
2014-07-19,NA,2021-07-21,-2559
2014-07-20,NA,2021-07-21,-2558
2014-07-21,NA,2021-07-21,-2557
2014-07-22,NA,2021-07-21,-2556
2014-07-23,NA,2021-07-21,-2555
2014-07-24,NA,2021-07-21,-2554
2014-07-25,NA,2021-07-21,-2553
2014-07-26,NA,2021-07-21,-2552
2014-07-27,NA,2021-07-21,-2551
2014-07-28,NA,2021-07-21,-2550
2014-07-29,NA,2021-07-21,-2549
2014-07-30,NA,2021-07-21,-2548
2014-07-31,NA,2021-07-21,-2547
2014-08-01,NA,2021-07-21,-2546
2014-08-02,NA,2021-07-21,-2545
2014-08-03,NA,2021-07-21,-2544
2014-08-04,NA,2021-07-21,-2543
2014-08-05,NA,2021-07-21,-2542
2014-08-06,NA,2021-07-21,-2541
2014-08-07,NA,2021-07-21,-2540
2014-08-08,NA,2021-07-21,-2539
2014-08-09,NA,2021-07-21,-2538
2014-08-10,NA,2021-07-21,-2537
2014-08-11,NA,2021-07-21,-2536
2014-08-12,NA,2021-07-21,-2535
2014-08-13,NA,2021-07-21,-2534
2014-08-14,NA,2021-07-21,-2533
2014-08-15,NA,2021-07-21,-2532
2014-08-16,NA,2021-07-21,-2531
2014-08-17,NA,2021-07-21,-2530
2014-08-18,NA,2021-07-21,-2529
2014-08-19,NA,2021-07-21,-2528
2014-08-20,NA,2021-07-21,-2527
2014-08-21,NA,2021-07-21,-2526
2014-08-22,NA,2021-07-21,-2525
2014-08-23,NA,2021-07-21,-2524
2014-08-24,NA,2021-07-21,-2523
2014-08-25,NA,2021-07-21,-2522
2014-08-26,NA,2021-07-21,-2521
2014-08-27,NA,2021-07-21,-2520
2014-08-28,NA,2021-07-21,-2519
2014-08-29,NA,2021-07-21,-2518
2014-08-30,NA,2021-07-21,-2517
2014-08-31,NA,2021-07-21,-2516
2014-09-01,NA,2021-07-21,-2515
2014-09-02,NA,2021-07-21,-2514
2014-09-03,NA,2021-07-21,-2513
2014-09-04,NA,2021-07-21,-2512
2014-09-05,NA,2021-07-21,-2511
2014-09-06,NA,2021-07-21,-2510
2014-09-07,NA,2021-07-21,-2509
2014-09-08,NA,2021-07-21,-2508
2014-09-09,NA,2021-07-21,-2507
2014-09-10,NA,2021-07-21,-2506
2014-09-11,NA,2021-07-21,-2505
2014-09-12,NA,2021-07-21,-2504
2014-09-13,NA,2021-07-21,-2503
2014-09-14,NA,2021-07-21,-2502
2014-09-15,NA,2021-07-21,-2501
2014-09-16,NA,2021-07-21,-2500
2014-09-17,NA,2021-07-21,-2499
2014-09-18,NA,2021-07-21,-2498
2014-09-19,NA,2021-07-21,-2497
2014-09-20,NA,2021-07-21,-2496
2014-09-21,NA,2021-07-21,-2495
2014-09-22,NA,2021-07-21,-2494
