date,lfalls,date_fc,length_fc
2014-01-01,NA,2021-07-22,-2759
2014-01-02,NA,2021-07-22,-2758
2014-01-03,NA,2021-07-22,-2757
2014-01-04,NA,2021-07-22,-2756
2014-01-05,NA,2021-07-22,-2755
2014-01-06,NA,2021-07-22,-2754
2014-01-07,NA,2021-07-22,-2753
2014-01-08,NA,2021-07-22,-2752
2014-01-09,NA,2021-07-22,-2751
2014-01-10,NA,2021-07-22,-2750
2014-01-11,NA,2021-07-22,-2749
2014-01-12,NA,2021-07-22,-2748
2014-01-13,NA,2021-07-22,-2747
2014-01-14,NA,2021-07-22,-2746
2014-01-15,NA,2021-07-22,-2745
2014-01-16,NA,2021-07-22,-2744
2014-01-17,NA,2021-07-22,-2743
2014-01-18,NA,2021-07-22,-2742
2014-01-19,NA,2021-07-22,-2741
2014-01-20,NA,2021-07-22,-2740
2014-01-21,NA,2021-07-22,-2739
2014-01-22,NA,2021-07-22,-2738
2014-01-23,NA,2021-07-22,-2737
2014-01-24,NA,2021-07-22,-2736
2014-01-25,NA,2021-07-22,-2735
2014-01-26,NA,2021-07-22,-2734
2014-01-27,NA,2021-07-22,-2733
2014-01-28,NA,2021-07-22,-2732
2014-01-29,NA,2021-07-22,-2731
2014-01-30,NA,2021-07-22,-2730
2014-01-31,NA,2021-07-22,-2729
2014-02-01,NA,2021-07-22,-2728
2014-02-02,NA,2021-07-22,-2727
2014-02-03,NA,2021-07-22,-2726
2014-02-04,NA,2021-07-22,-2725
2014-02-05,NA,2021-07-22,-2724
2014-02-06,NA,2021-07-22,-2723
2014-02-07,NA,2021-07-22,-2722
2014-02-08,NA,2021-07-22,-2721
2014-02-09,NA,2021-07-22,-2720
2014-02-10,NA,2021-07-22,-2719
2014-02-11,NA,2021-07-22,-2718
2014-02-12,NA,2021-07-22,-2717
2014-02-13,NA,2021-07-22,-2716
2014-02-14,NA,2021-07-22,-2715
2014-02-15,NA,2021-07-22,-2714
2014-02-16,NA,2021-07-22,-2713
2014-02-17,NA,2021-07-22,-2712
2014-02-18,NA,2021-07-22,-2711
2014-02-19,NA,2021-07-22,-2710
2014-02-20,NA,2021-07-22,-2709
2014-02-21,NA,2021-07-22,-2708
2014-02-22,NA,2021-07-22,-2707
2014-02-23,NA,2021-07-22,-2706
2014-02-24,NA,2021-07-22,-2705
2014-02-25,NA,2021-07-22,-2704
2014-02-26,NA,2021-07-22,-2703
2014-02-27,NA,2021-07-22,-2702
2014-02-28,NA,2021-07-22,-2701
2014-03-01,NA,2021-07-22,-2700
2014-03-02,NA,2021-07-22,-2699
2014-03-03,NA,2021-07-22,-2698
2014-03-04,NA,2021-07-22,-2697
2014-03-05,NA,2021-07-22,-2696
2014-03-06,NA,2021-07-22,-2695
2014-03-07,NA,2021-07-22,-2694
2014-03-08,NA,2021-07-22,-2693
2014-03-09,NA,2021-07-22,-2692
2014-03-10,NA,2021-07-22,-2691
2014-03-11,NA,2021-07-22,-2690
2014-03-12,NA,2021-07-22,-2689
2014-03-13,NA,2021-07-22,-2688
2014-03-14,NA,2021-07-22,-2687
2014-03-15,NA,2021-07-22,-2686
2014-03-16,NA,2021-07-22,-2685
2014-03-17,NA,2021-07-22,-2684
