date,lfalls,date_fc,length_fc
2014-01-01,NA,2021-07-25,-2762
2014-01-02,NA,2021-07-25,-2761
2014-01-03,NA,2021-07-25,-2760
2014-01-04,NA,2021-07-25,-2759
2014-01-05,NA,2021-07-25,-2758
2014-01-06,NA,2021-07-25,-2757
2014-01-07,NA,2021-07-25,-2756
2014-01-08,NA,2021-07-25,-2755
2014-01-09,NA,2021-07-25,-2754
2014-01-10,NA,2021-07-25,-2753
2014-01-11,NA,2021-07-25,-2752
2014-01-12,NA,2021-07-25,-2751
2014-01-13,NA,2021-07-25,-2750
2014-01-14,NA,2021-07-25,-2749
2014-01-15,NA,2021-07-25,-2748
2014-01-16,NA,2021-07-25,-2747
2014-01-17,NA,2021-07-25,-2746
2014-01-18,NA,2021-07-25,-2745
2014-01-19,NA,2021-07-25,-2744
2014-01-20,NA,2021-07-25,-2743
2014-01-21,NA,2021-07-25,-2742
2014-01-22,NA,2021-07-25,-2741
2014-01-23,NA,2021-07-25,-2740
2014-01-24,NA,2021-07-25,-2739
2014-01-25,NA,2021-07-25,-2738
2014-01-26,NA,2021-07-25,-2737
2014-01-27,NA,2021-07-25,-2736
2014-01-28,NA,2021-07-25,-2735
2014-01-29,NA,2021-07-25,-2734
2014-01-30,NA,2021-07-25,-2733
2014-01-31,NA,2021-07-25,-2732
2014-02-01,NA,2021-07-25,-2731
2014-02-02,NA,2021-07-25,-2730
2014-02-03,NA,2021-07-25,-2729
2014-02-04,NA,2021-07-25,-2728
2014-02-05,NA,2021-07-25,-2727
2014-02-06,NA,2021-07-25,-2726
2014-02-07,NA,2021-07-25,-2725
2014-02-08,NA,2021-07-25,-2724
2014-02-09,NA,2021-07-25,-2723
2014-02-10,NA,2021-07-25,-2722
2014-02-11,NA,2021-07-25,-2721
2014-02-12,NA,2021-07-25,-2720
2014-02-13,NA,2021-07-25,-2719
2014-02-14,NA,2021-07-25,-2718
2014-02-15,NA,2021-07-25,-2717
2014-02-16,NA,2021-07-25,-2716
2014-02-17,NA,2021-07-25,-2715
2014-02-18,NA,2021-07-25,-2714
2014-02-19,NA,2021-07-25,-2713
2014-02-20,NA,2021-07-25,-2712
2014-02-21,NA,2021-07-25,-2711
2014-02-22,NA,2021-07-25,-2710
2014-02-23,NA,2021-07-25,-2709
2014-02-24,NA,2021-07-25,-2708
2014-02-25,NA,2021-07-25,-2707
2014-02-26,NA,2021-07-25,-2706
2014-02-27,NA,2021-07-25,-2705
2014-02-28,NA,2021-07-25,-2704
2014-03-01,NA,2021-07-25,-2703
2014-03-02,NA,2021-07-25,-2702
2014-03-03,NA,2021-07-25,-2701
2014-03-04,NA,2021-07-25,-2700
2014-03-05,NA,2021-07-25,-2699
2014-03-06,NA,2021-07-25,-2698
2014-03-07,NA,2021-07-25,-2697
2014-03-08,NA,2021-07-25,-2696
2014-03-09,NA,2021-07-25,-2695
2014-03-10,NA,2021-07-25,-2694
2014-03-11,NA,2021-07-25,-2693
2014-03-12,NA,2021-07-25,-2692
2014-03-13,NA,2021-07-25,-2691
2014-03-14,NA,2021-07-25,-2690
2014-03-15,NA,2021-07-25,-2689
2014-03-16,NA,2021-07-25,-2688
2014-03-17,NA,2021-07-25,-2687
2014-03-18,NA,2021-07-25,-2686
2014-03-19,NA,2021-07-25,-2685
2014-03-20,NA,2021-07-25,-2684
2014-03-21,NA,2021-07-25,-2683
2014-03-22,NA,2021-07-25,-2682
2014-03-23,NA,2021-07-25,-2681
2014-03-24,NA,2021-07-25,-2680
2014-03-25,NA,2021-07-25,-2679
2014-03-26,NA,2021-07-25,-2678
2014-03-27,NA,2021-07-25,-2677
2014-03-28,NA,2021-07-25,-2676
2014-03-29,NA,2021-07-25,-2675
2014-03-30,NA,2021-07-25,-2674
2014-03-31,NA,2021-07-25,-2673
2014-04-01,NA,2021-07-25,-2672
2014-04-02,NA,2021-07-25,-2671
2014-04-03,NA,2021-07-25,-2670
2014-04-04,NA,2021-07-25,-2669
2014-04-05,NA,2021-07-25,-2668
2014-04-06,NA,2021-07-25,-2667
2014-04-07,NA,2021-07-25,-2666
2014-04-08,NA,2021-07-25,-2665
2014-04-09,NA,2021-07-25,-2664
2014-04-10,NA,2021-07-25,-2663
2014-04-11,NA,2021-07-25,-2662
2014-04-12,NA,2021-07-25,-2661
2014-04-13,NA,2021-07-25,-2660
2014-04-14,NA,2021-07-25,-2659
2014-04-15,NA,2021-07-25,-2658
2014-04-16,NA,2021-07-25,-2657
2014-04-17,NA,2021-07-25,-2656
2014-04-18,NA,2021-07-25,-2655
2014-04-19,NA,2021-07-25,-2654
2014-04-20,NA,2021-07-25,-2653
2014-04-21,NA,2021-07-25,-2652
2014-04-22,NA,2021-07-25,-2651
2014-04-23,NA,2021-07-25,-2650
2014-04-24,NA,2021-07-25,-2649
2014-04-25,NA,2021-07-25,-2648
2014-04-26,NA,2021-07-25,-2647
2014-04-27,NA,2021-07-25,-2646
2014-04-28,NA,2021-07-25,-2645
2014-04-29,NA,2021-07-25,-2644
2014-04-30,NA,2021-07-25,-2643
2014-05-01,NA,2021-07-25,-2642
2014-05-02,NA,2021-07-25,-2641
2014-05-03,NA,2021-07-25,-2640
2014-05-04,NA,2021-07-25,-2639
2014-05-05,NA,2021-07-25,-2638
2014-05-06,NA,2021-07-25,-2637
2014-05-07,NA,2021-07-25,-2636
2014-05-08,NA,2021-07-25,-2635
2014-05-09,NA,2021-07-25,-2634
2014-05-10,NA,2021-07-25,-2633
2014-05-11,NA,2021-07-25,-2632
2014-05-12,NA,2021-07-25,-2631
2014-05-13,NA,2021-07-25,-2630
2014-05-14,NA,2021-07-25,-2629
2014-05-15,NA,2021-07-25,-2628
2014-05-16,NA,2021-07-25,-2627
2014-05-17,NA,2021-07-25,-2626
2014-05-18,NA,2021-07-25,-2625
2014-05-19,NA,2021-07-25,-2624
2014-05-20,NA,2021-07-25,-2623
2014-05-21,NA,2021-07-25,-2622
2014-05-22,NA,2021-07-25,-2621
2014-05-23,NA,2021-07-25,-2620
2014-05-24,NA,2021-07-25,-2619
2014-05-25,NA,2021-07-25,-2618
2014-05-26,NA,2021-07-25,-2617
2014-05-27,NA,2021-07-25,-2616
2014-05-28,NA,2021-07-25,-2615
2014-05-29,NA,2021-07-25,-2614
2014-05-30,NA,2021-07-25,-2613
2014-05-31,NA,2021-07-25,-2612
2014-06-01,NA,2021-07-25,-2611
2014-06-02,NA,2021-07-25,-2610
2014-06-03,NA,2021-07-25,-2609
2014-06-04,NA,2021-07-25,-2608
2014-06-05,NA,2021-07-25,-2607
2014-06-06,NA,2021-07-25,-2606
2014-06-07,NA,2021-07-25,-2605
2014-06-08,NA,2021-07-25,-2604
2014-06-09,NA,2021-07-25,-2603
2014-06-10,NA,2021-07-25,-2602
2014-06-11,NA,2021-07-25,-2601
2014-06-12,NA,2021-07-25,-2600
2014-06-13,NA,2021-07-25,-2599
2014-06-14,NA,2021-07-25,-2598
2014-06-15,NA,2021-07-25,-2597
2014-06-16,NA,2021-07-25,-2596
2014-06-17,NA,2021-07-25,-2595
2014-06-18,NA,2021-07-25,-2594
2014-06-19,NA,2021-07-25,-2593
2014-06-20,NA,2021-07-25,-2592
2014-06-21,NA,2021-07-25,-2591
2014-06-22,NA,2021-07-25,-2590
2014-06-23,NA,2021-07-25,-2589
2014-06-24,NA,2021-07-25,-2588
2014-06-25,NA,2021-07-25,-2587
2014-06-26,NA,2021-07-25,-2586
2014-06-27,NA,2021-07-25,-2585
2014-06-28,NA,2021-07-25,-2584
2014-06-29,NA,2021-07-25,-2583
2014-06-30,NA,2021-07-25,-2582
2014-07-01,NA,2021-07-25,-2581
2014-07-02,NA,2021-07-25,-2580
2014-07-03,NA,2021-07-25,-2579
2014-07-04,NA,2021-07-25,-2578
2014-07-05,NA,2021-07-25,-2577
2014-07-06,NA,2021-07-25,-2576
2014-07-07,NA,2021-07-25,-2575
2014-07-08,NA,2021-07-25,-2574
2014-07-09,NA,2021-07-25,-2573
2014-07-10,NA,2021-07-25,-2572
2014-07-11,NA,2021-07-25,-2571
2014-07-12,NA,2021-07-25,-2570
2014-07-13,NA,2021-07-25,-2569
2014-07-14,NA,2021-07-25,-2568
2014-07-15,NA,2021-07-25,-2567
2014-07-16,NA,2021-07-25,-2566
2014-07-17,NA,2021-07-25,-2565
2014-07-18,NA,2021-07-25,-2564
2014-07-19,NA,2021-07-25,-2563
2014-07-20,NA,2021-07-25,-2562
2014-07-21,NA,2021-07-25,-2561
2014-07-22,NA,2021-07-25,-2560
2014-07-23,NA,2021-07-25,-2559
2014-07-24,NA,2021-07-25,-2558
2014-07-25,NA,2021-07-25,-2557
2014-07-26,NA,2021-07-25,-2556
2014-07-27,NA,2021-07-25,-2555
2014-07-28,NA,2021-07-25,-2554
2014-07-29,NA,2021-07-25,-2553
2014-07-30,NA,2021-07-25,-2552
2014-07-31,NA,2021-07-25,-2551
2014-08-01,NA,2021-07-25,-2550
2014-08-02,NA,2021-07-25,-2549
2014-08-03,NA,2021-07-25,-2548
2014-08-04,NA,2021-07-25,-2547
2014-08-05,NA,2021-07-25,-2546
2014-08-06,NA,2021-07-25,-2545
2014-08-07,NA,2021-07-25,-2544
2014-08-08,NA,2021-07-25,-2543
2014-08-09,NA,2021-07-25,-2542
2014-08-10,NA,2021-07-25,-2541
2014-08-11,NA,2021-07-25,-2540
